race_id,furlong_times,corner1_order,corner2_order,corner3_order,corner4_order,pace_up_pos,bias_1corner,bias_2corner,bias_backstr,bias_3corner,bias_4corner,bias_straight,race_comment
202102010309,"12.0,10.7,11.3,11.9,12.5,,,,,,,,,,,,,",,,"6,4(3,11)(12,8)2(1,5,10)9,7","6,4,11(3,12)8-(2,10,9)(1,5,7)",0.0,,,222,113,11333,11133,稍重で走りやすい馬場。前が積極的に運んでばらけた隊列。勝ち馬は番手で押っつけながらの追走だったが、直線の半ばで先頭に立つと最後は詰め寄られながらも粘り込み。２着馬も後続には大きく差を付けたが、時計的にはそれほど速くない。
202102010310,"12.0,10.6,11.2,11.8,11.8,12.4,,,,,,,,,,,,",,,"6,7(1,8,9)13,4(5,11)10(2,12)3","6,7(1,8,9)(4,13)(5,11,10)(2,12)-3",0.0,,,222,222,42222,44222,雨で時計、上がりの掛かる馬場。逃げ馬が緩めずに運んでやや速い流れ。番手で運んでいた馬が先に抜け出したが、内枠からロスの無い立ち回りをした勝ち馬がしっかり伸びて快勝。時計、上がりが掛かって２着は差し馬が浮上した。
202102010311,"6.9,11.1,11.6,11.8,12.1,12.1,12.5,12.7,12.9,,,,,,,,,","(*13,14)(7,10)6,12,4,5(3,9)-8,11,1-2","(*13,14)-(7,10)(6,12)-4,5,3,9-8,11,1,2","(*13,14)10(7,12,5)6(3,9)(4,11,1)8,2","(*13,14)(10,5)7(6,12,9)(4,3,11,1)(8,2)",0.0,222,222,222,222,22222,22222,稍重で走りやすい馬場。８枠からローザノワールが仕掛けて主張も、折り合いを欠いたタイムフライヤーがぴったりと付いてきて速い流れのまま緩められず。勝負所で後続が追い上げてきて先行勢には厳しい展開の中、劣勢の手応えでも最後まで渋太かったのが勝ち馬。２着以下は差し馬が台頭する展開を考慮すると着差以上に強い競馬だった。
202102010312,"12.9,12.1,12.7,12.8,12.6,12.7,12.7,12.0,12.1,12.5,12.5,12.3,12.2,,,,,","8(11,4)12,13(6,2)3,1,10-5,7-9","(8,*11)(4,2)(12,13)(6,3)1,10(7,5)-9","(11,*4)(12,13,2)5(6,7,10)(1,3)9,8","4,11(12,13)10(6,5)(1,7)(2,9)3-8",6.0,222,222,222,222,42222,44222,雨で時計、上がりの掛かる馬場。前半はゆったりとしたペースで流れていたが、２周目向正面から隊列が動いてペースアップ。ロングスパート戦になって体力勝負の形になり、勝ち馬は終始内でスムースに運べたことも大きくしっかりと伸びて快勝。人気のレッドは強気の仕掛けだったが、直線は一杯になってしまった。
202103010301,"9.5,10.7,11.2,11.8,12.7,13.1,,,,,,,,,,,,",,,"(*1,4,10)(3,6,7)(9,11)-(5,8)=2","(*1,4)10,3(9,7)(6,11)-(5,8)=2",0.0,,,122,122,11222,11222,相当に水が浸みて馬場が黒ずみ脚抜き良く、前が止まらない高速ダート。バラついたスタート。芝地点ではしばらく５頭が横並びで雁行も、ダートに進入して内枠各馬が徐々に行き脚優勢。最内枠のナックドロップスが押して先頭に立ち、２番手にポルタドマール、続いて外からルクスランページ。３頭が併走して直線に向き、後ろの組が追走苦しそう。直線でも再度粘りを見せるナックドロップスにポルタドマールが迫る。後続がなかなか足を使えずにいて、ほぼ前の組が止まらない。外から唯一、モネだけが伸びてくるが、ナックドロップスは最後もも
202103010302,"12.3,10.5,11.0,11.7,11.7,12.8,,,,,,,,,,,,",,,"4,2-(1,8,12)(9,5,10)(6,11,7)=3","4-(2,8)1,9(6,10,12)7,11=3",0.0,,,111,443,44133,11133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。バラバラのスタート。内から促しマブセレナードが先手を奪うが、その外にも３頭が横並びで続く。良馬場並みのペースで行ってマブセレナードが併走馬を引き離すが、４コーナーで早くもベルウッドブラボーが追いかける。この時点で大半の馬は脚が止まり気味。直線の半ばでベルウッドブラボーが先頭を捉え、最後まで余力十分に押し通した。外を回って渋太く伸びたニシノラーナが２着に浮上。逃げたマブセレナードは一旦広げたリードを保てず、最後止まり気味の３着。大半が馬
202103010303,"13.1,12.2,13.3,13.4,13.5,12.7,13.7,13.4,12.5,11.6,12.0,11.8,12.2,,,,,","3,4(6,5)(2,10)(1,8)12,7,15,14,11,13-(16,9)","(*3,4)(6,5)(2,10)(1,8)12(15,7)(13,14)11-(16,9)","(*4,5)(3,8)(6,10,7)2(1,12)14(15,13)16,11-9","4,5(8,7)3(6,14)2(15,10,1)(12,16)13(9,11)",5.0,111,111,111,443,44133,11133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。若干バラついたスタート。内枠の馬が行き脚良く、２枠のリアンデュソンとギンノサジが前へ。序盤は争わず慎重な運びで、かなりのスロー。スタンド前でもほぼ動きなし。徐々に馬群は凝縮するが捲る程はない。向正面でレアンカルナシオンが馬群の外を接近したのと同時にギンノサジが先頭に立ってスパート、食らいつくサツキティアラ。直線に向いて先頭のギンノサジに迫るレキオノユメ、外から伸びたジュエルケイヴ。しかし最後まで脚を残したギンノサジが、僅かに振り切れた
202103010304,"7.2,11.9,11.9,12.7,12.8,12.3,12.6,12.6,12.9,,,,,,,,,","(*10,9)(1,11)(2,4,13)8(7,6)(14,15)=(3,5)12","10,9(1,11)(2,4,13)(7,6,8)-(14,15)-(3,5)=12","(10,*9,11)(2,13,8,15)1(7,6,4)-14-(3,5)=12","(10,*9,11,15)2(6,8)(1,13,4)-7(14,3)-5=12",4.0,122,122,122,122,11222,11222,相当に水が浸みて馬場が黒ずみ脚抜き良く、前が止まらない高速ダート。ややバラついたスタート。サッと行き脚ついたのがカラーオブウィンドで、その外にジョットとピュアブラッドが続く。最初のカーブを過ぎてペースダウン、向正面で先団がグッと固まる。馬群の外を捲るようにボルゾーバーが満を持して押し上げてきて、３コーナーを通過しつつ先行勢も対応。ボルゾーバーに食らいつく１列目３頭。直線に向いてピュアブラッドが凌いで抜け出す態勢、その真後ろから割って出てきたジジが迫る。ボルゾーバーも抵抗しているが脚色劣勢。ピュア
202103010305,"12.8,11.7,13.6,13.4,12.4,11.9,12.1,11.8,12.2,,,,,,,,,","2(4,6)(3,5,8)(10,7)(9,11)-(1,12)","2,4(3,6)(5,8)10(9,11)7,12,1","(*2,4)(3,6,8)(5,10,11)9(7,12)-1","(*2,4)(3,6)(8,11)9(5,10,12)-7=1",5.0,111,111,111,443,44133,11133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。全体ではスタートまずまず揃った方。内から押してオンリーオピニオンが出てきて、２番手にシエラプリンセサが続く。ラインメッセージは１コーナーで２列目に控える。序盤からどの馬も慎重、馬群も向正面で固まって進む。３コーナーを過ぎて前に行く２頭が徐々に後続を引き離し始め、周りが食い下がれず遅れ気味に。直線に向いても手応え十分のオンリーオピニオンが引き離し、２番手以下を圧倒。最後まで余力十分の押し切り。シエラプリンセサは何とか最後２着は確保、内を
202103010306,"12.3,10.9,11.3,11.7,11.7,12.5,,,,,,,,,,,,",,,"12,13(5,14)6,4(9,7)11-(2,10,8)1,3","12,13(5,14)6,9,7,4-8,11(2,1,3)10",0.0,,,111,443,44133,11133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。バラバラのスタート。外から押してフミバレンタインが先手を奪い、２番手にロージーグロウが続く。好位勢もバラバラと序盤から崩れていて、ほぼ４～５頭のみが固まって続き、大半が追走できていない。馬群バラけたまま直線に向き、粘るフミバレンタインと食い下がれないロージーグロウ。外３番手のコスモプルエバが最後先頭に詰めてきたが、フミバレンタインが最後まで堪えて凌ぎ切った。２着コスモプルエバ、３着ロージーグロウ。前に行った組でそのまま決着した。
202103010307,"12.7,10.9,11.9,11.8,12.0,12.2,12.0,12.2,13.0,,,,,,,,,","2,10(7,11)(3,13)(6,12)(1,14)4-9,8,15,5-16","2-10-(7,11)-(3,13)(6,12)(1,14)4,9,8,5,15-16","2,10,11,13,7(3,12)-14,6(4,9)1,5,8-15,16","(*2,10)11-13(12,14)-3,7,9(6,4)-(1,8)5-15,16",0.0,111,111,111,443,44133,11133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。全体では比較的揃ったスタート。内から促してフレーズメーカーがハナを奪い、２番手にスーパービームが続く。最初競り合ったわけでもないが、先頭のフレーズメーカーは結構飛ばして逃げ、向正面で５馬身ほどリード。全体の隊列も縦長。後続は３コーナー手前からどんどん差を詰めてくるが、案外先頭のフレーズメーカーも抵抗してくる。隊列が全く詰まらずバラけたまま直線に向き、３番手のマイネルダグラスが先頭。その外から唯一メイレンシュタインが猛追してきて、ゴール
202103010308,"7.1,11.1,11.8,12.7,12.8,11.6,12.2,12.5,12.7,,,,,,,,,","3,14-4(8,9)-(6,10)13(2,12,11)7(5,1)","3-14-(8,4)9(6,13,11)10(2,12)7(5,1)","3,14(4,9)8,11-(6,13,12)(2,10,1)7-5","3,8,14-9,11(4,13)(6,2,1,12)10,7,5",4.0,122,122,122,122,11222,11222,相当に水が浸みて馬場が黒ずみ脚抜き良く、前が止まらない高速ダート。バラついたスタート。内からサッと出たのがプレフェリータ。外から促しジンジャーブラッドが２番手、先頭を窺う様子を見せる。しかしプレフェリータが１コーナーで再度リード。３馬身離して逃げてジンジャーブラッドもあまり追わず。向正面でアドアステラが捲り加減に進出してきてペースが一瞬上がるが、先頭は落ち着いて対処。また３コーナーから単騎でリードし始めるプレフェリータを、ラチ沿いからナーシサステソーロが追いかける。しかしこれも、直線に向いてプレ
202103010309,"12.3,11.9,11.3,12.3,11.8,11.7,11.7,12.6,12.4,12.8,,,,,,,,","6-5(2,7)4-(1,8)3","6=5,7,2,4(1,8)3","6=7,4(5,2)-(1,8)-3","6-4(7,2)-5,8,1=3",6.0,111,111,111,443,44133,44133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。ほぼ揃ったスタート。押してコスモタックが楽に先手を奪うが、抑え込まずに今回もどんどん引き離しての逃げ。離れた２番手にヴァンペールシチーとショワドゥロワが続く。人気勢はその後ろ。１頭だけ大逃げ、離れた７頭が固まる隊列。押っ付けて逃げているコスモタックを、離れた集団が３コーナーからグングン差を詰め、ワールドスケールが直線入口で捉えて先頭。後ろから追うハギノアレスも追いすがれず、最後まで脚色良くワールドスケールが押し切った。２着にハギノアレ
202103010310,"7.1,11.1,11.9,12.4,12.1,11.9,12.4,12.7,12.7,,,,,,,,,","7,10(5,2,11,12)(4,15)6,1(3,8)14,9,13","7(10,12)(5,2,11)15(4,6)-(1,8)-(14,3)(9,13)","(*10,12)7(11,15)2,5,6,8-(4,1,13)(14,9)-3","(*10,12)-(11,15)(7,6)-(2,8)-13(5,1)(4,14)9-3",0.0,122,122,122,122,11222,11222,相当に水が浸みて馬場が黒ずみ脚抜き良く、前が止まらない高速ダート。比較的揃ったスタート。真ん中からマイネルアプラウスがジワッと先頭に立ち、楽にハナを奪えたかに見えたが、２コーナーで早くもメイショウムラクモが捲って進出し、２番手のロンゴノットとともに先頭で競り合いになる。マイネルアプラウスは苦しく早くも後退。３コーナーでロンゴノットとメイショウムラクモが引っ張る展開となるが、直線入口でメイショウムラクモが楽々抜け出す構え。後続は結構遠い。最後まで手応え良くメイショウムラクモが引き離す圧勝劇になり、
202103010311,"12.7,11.7,11.3,12.3,12.0,12.1,12.8,12.3,11.8,12.2,,,,,,,,","11-6-7,10(1,8)-(3,12)(2,9,13)5,4","11=6-7-(1,10)8(3,12,9)13(2,5,4)","11-6-7(1,10)(8,9)3,13(2,12)4,5","11-6,7(1,3,10)(8,9)(2,12,13)(5,4)",3.0,111,111,111,443,44133,44133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。比較的横並びで揃ったスタート。真っ先にベレヌスが出ていきそうな流れだったが、最初控えていたエターナルヴィテスが行き脚利かせて１コーナーで先頭を奪う。そこからリードをどんどん広げ、向正面ではベレヌスに１秒以上差をつけて逃げる。１０００ｍ通過が１分ちょうど、一旦息を入れてると３コーナーで後続が一斉に接近。エターナルヴィテスは再度粘り腰を見せるが、２番手ベレヌスも接近する。直線は内を進んだ馬の脚色が良くて、最内から鋭く伸びてきたエフェクトオ
202103010312,"11.9,10.5,10.9,11.6,11.9,12.7,,,,,,,,,,,,",,,"14,4,9(3,6)(2,11)(1,5,12)(7,8)13-10","14-(3,4,9,6)11(1,2,12)(7,5,8)13,10",0.0,,,411,443,44133,44133,多少蹄跡も増えてきた上、前日雨の影響で湿って上がり掛かる馬場。ややバラついたスタート。大外で行き脚ついたアップリバーが、内の馬を見つつ態勢有利を押し付けて３コーナーで先頭。フレンドバトルは少し怯んだが２番手。１頭抜け出したアップリバーがリードを保ちつつ直線に向かうが、真後ろから接近したグロリユーノワールが迫って直線の半ばで交わす。またその後ろ、内を進んだアヴァノスが伸びて、粘るアップリバーを捉えて２番手に浮上。外を回った馬の伸びは渋くて間に合わず、アップリバーは３着には踏ん張った。内ラチ沿いを進
202110030301,",,,,,,,,,,,,,,,,,","(*11,1)6(8,7,10)-(3,2)-(5,4)","(11,*1)(8,6)7,10,3,2(5,4)","1(11,6)(8,7)-(3,4)10-2-5","1(11,6)-(8,7)3(10,4)-2=5",,,,,,,,弱く雨降っているが、障害コースはまだ荒れておらず馬場状態は引き続き良好。最初の障害は８枠２頭が先頭、若干フリーフリッカーが優勢。最初の左カーブでコウキチョウサン、次いでテイエムチューハイが捲って先頭に躍り出るが、襷の障害とバンケットで再度８枠２頭が先頭を奪い返す。３番手に浮上したアサクサゲンキがスタンド前で先頭にジワジワ並びかける。向正面でアサクサゲンキがスパートを開始、食らいつくフリーフリッカーと接近してきたスズカフューラー。直線に向いても先頭で粘るアサクサゲンキ、最後外から渋太くスズカフュー
202110030302,"12.0,10.5,11.0,11.7,12.0,12.9,,,,,,,,,,,,",,,"5(7,15)3(9,16)(2,8,10)11(4,14)(6,12)-1,13","5,7(3,15)(9,16)8(2,11,10)-4,12,6,1,13-14",0.0,,,111,111,11111,11111,１レース当時の雨はほぼ上がる。芝は若干水分を含むも良馬場。九州産限定の２歳未勝利戦で大半が先週の新馬からの連闘。一般馬相手に中京でデビューしたコウユーキレカが抜けた人気に支持されるもレースは好位追から伸びず。同じく一般馬相手にデビューしたイチザウイナーが二脚速く先手を取って直線も脚色鈍らずに押し切る。好位追走のカシノコマンドが好位の内から粘り込み先行馬での決着。新馬戦２着のカッコヨカはゴール前追い上げるも届かず。
202110030303,"12.1,10.3,11.1,11.6,12.4,,,,,,,,,,,,,",,,"(*5,8,11)(1,3,7,10)-(4,6)9,2,13(14,12)","(*5,8)11,1(3,7,10)4-6,9-(14,2)12,13",0.0,,,222,222,22222,22222,雨はほぼ上がる。重馬場で脚抜きの良いダート。フルゲートでの３歳未勝利戦で上位人気は割れる。二脚速く先手を取ったカネトシバレンシアが行き切って直線も脚色鈍らずに押し切る。人気のハクアイゴジローは促し先行争いに加わるも直線は脚上がる。好位の内をロスなく立ち回ったレスールドマカロンが２着を確保。
202110030304,",,,,,,,,,,,,,,,,,","1=2-(5,3)=(7,4)-6","1=2-(5,3)7-4-6","2-1(5,3)=7-6,4","2-1,5,3-7=6-4",,,,,,,,薄暗いが雨は僅かにとどまった状態、障害コースはまだ荒れておらず馬場状態は引き続き良好。バラついたスタート。若干スタート劣勢だったブルーノジュネスが、内から突っ張って先手を主張。斜飛しながらもどんどん飛ばしてリードを広げる。離れた２番手にノーリミッツ、その後ろイッツリット以下もバラけて縦長の隊列。スタンド前を過ぎて２周目に入り、２番手以下が徐々に先頭との差を詰め、３コーナー手前でノーリミッツが先頭に立ち、一気にスパート開始。交わされてから勢い持ち直したブルーノジュネス、イッツリットが追うが、ノーリ
202110030305,"12.2,10.5,11.1,11.8,11.3,11.9,,,,,,,,,,,,",,,"1(3,2)(7,6)4,5","1(3,2,7)(4,5,6)",0.0,,,111,111,11111,11111,１レース当時の雨はほぼ上がる。芝は若干水分を含むも良馬場。少頭数での新馬戦。一団で流れで直線の決め手勝負に。道中は先行見ながらの人気のサイードが４角外から取り付き直線の追い比べを制す。スンナリ先手のザウリもバテに粘って人気馬での決着。
202110030306,"12.2,10.5,12.2,12.2,11.8,11.8,11.8,11.8,12.1,,,,,,,,,","2(3,9)5(7,15)(8,6,10)1,4,11-(12,16)-14,13","2,3(5,9)15(7,10)8,1(4,6)11,16,12-(14,13)","(*2,3)9(5,15,10)16(7,8)11(1,4,6)12-13-14","(3,*10)16,8(2,9)(5,4)(7,15,6,11)(1,13)12=14",0.0,111,111,111,111,11111,11111,１レース当時の雨はほぼ上がる。芝は若干水分を含むも良馬場。フルゲートでの牝馬限定の３歳未勝利戦で人気は割れる。内からナムラフォレスタが先手も各馬が追いかけて１０００Ｍが５８．９秒と速い流れ。３角手前から各馬スパート開始で中団の外にいたネグローニが４角先頭で押し切る。３角から長く脚使ったトーホウロゼリアはセカンドワルツとの２着争いで遅れる。後方から追い込んた４・５着は次走上昇の余地。
202110030307,"11.9,10.2,10.8,11.2,11.5,12.4,,,,,,,,,,,,",,,"6(14,18)4,13(1,10)(7,12)(2,11)(3,8,9,17)5,16-15","6(14,18)4,13,10,1(7,11)12(2,5,3,9)8(16,17)15",0.0,,,111,111,11111,11111,雨はほぼ上がるも雨の影響で芝は良馬場もパンパンの状態ではない。フルゲートでの３歳未勝利戦でウォーターイグアスが稍抜けた人気も２番手以下は割れ加減で拮抗。テオリスが二脚で先手とり淡々とした流れも直線は踏ん張れず。人気のウォーターイグアスが好位の内から抜け出し図るも道中中団の外にいたテイエムエメラルドの外伸びに屈し、勝馬と併せて伸びたメイショウイジゲンにも先着を許す。
202110030308,"7.0,11.1,11.7,12.4,11.9,11.9,12.0,12.1,12.7,,,,,,,,,","4(9,13)(1,6,7,11)10(3,8,14)12,2,5","4(9,13)(1,6,7,11)(3,8,10)(12,14)2,5","(*4,9,13)(1,6,7)(3,8,11)(12,10,14)2,5","4(9,13)1(6,7)3(12,8)2(10,14)5,11",5.0,222,222,222,222,22222,22222,雨は上がって薄日の差す状況もダートは重で脚抜きの良い状態。牝馬限定の３歳上１勝クラス。上位二音気は三つ巴。前走は初めて逃げの手に出て未勝利戦を勝ったスマートパルフェがここも先手を主張して直線も脚色鈍らずに押し切る。馬場状態もあるが時計も優秀。勝馬追いかけた馬は直線で甘くなり、道中中団にいたナオミゴゼンがダートに戻してブリンカー着用で直線渋太く追い上げる。
202110030309,"12.2,10.7,11.9,11.9,11.9,11.5,11.7,11.9,11.6,,,,,,,,,","(*3,10)12-(9,13)1,4,2(6,11)5(7,8)","3,10(9,12)(1,13)4(5,6,2)(7,11)-8","(3,10,*12,2)(9,4,13)(5,6)(1,11)7-8","(*3,10)12,2(5,4,6)(7,13,11)(9,1,8)",0.0,111,111,111,111,11111,11111,雨はほぼ上がるも雨の影響で芝は良馬場もパンパンの状態ではない。手頃な頭数での３歳上１勝クラスの特別戦。良血のアウサンガテが稍抜けた人気に。内からローゼライトが先手を取ったのを外からテイエムフローラ、デルマヤクシが追いかけて稍速いペースに。人気のアウサンガテは向正面で外から動き４角で好位も直線の伸びはジリジリ。勝ったジェラルディーナは前走右手綱の尾錠が外れるアクシデントでレースせず。今回は中団追走から直線外に出して弾けての快勝。良血馬が秋に向けて楽しみになる内容。３歳牝馬でのワンツー。
202110030310,"6.9,10.7,11.5,12.4,12.3,11.5,11.8,12.0,12.3,,,,,,,,,","10,14(3,12)4,2,11(1,6,8)(5,9)-13-7","10,14(3,12)(2,4)11(1,8)6(5,9)-13,7","10,14(3,8)(2,12,9)(11,5)1(4,13)(7,6)","10,14-(2,3)(1,8)(11,5)(7,12,13)9(6,4)",4.0,222,222,222,222,22222,22222,日差しも出るがダートは脚抜きの良い重馬場。３歳上２勝クラスのハンデ戦で人気は割れ加減。ブリンカー着用のスマートアリエルが先手を主張して稍速い流れで逃げる。向正面で外から動く馬も居てペースは緩まらず。大外から２番手に付けたレプンカムイが直線半ばで抜け出すも道中中団前の内追走のホッコーハナミチが直線外に持ち出して差し切る３頭出走の３歳馬でワンツー。コースレコードを０．４秒更新。
202110030311,"11.9,10.4,10.7,11.2,11.2,11.5,,,,,,,,,,,,",,,"4,7(1,5)3,2,6","4,7(1,5)3,2-6",0.0,,,111,111,11111,11111,晴も午前中の雨の影響で芝は良馬場もパンパンの状態ではない。少頭数での３歳上３勝クラスの特別戦。全馬が単勝１０倍以下と割れたなかでＣＢＣ賞から連闘のクーファウェヌスが一応の一番人気。一団で淡々とした流れを馬群の外で追走したボンボヤージが４角先頭で後続の追い上げを抑える。逃げたビアイがバテただけで、ほぼ４角での隊列のままゴールに入線。
202110030312,"11.8,10.1,11.1,11.6,12.2,,,,,,,,,,,,,",,,"(*1,2)14,6(4,12)-(8,13)9(3,7,10)5-11","(*1,2)(4,14)6-(8,12)13(3,9)10,5(7,11)",0.0,,,222,222,22222,22222,天候は晴れに回復もダートは重馬場で脚抜きの良いダート。フルゲートでの３歳上１勝クラス。前走でダート適性を示したフリードが抜けた人気に。レースも内から先手を主張したアメリカンベイビーとハナ併走から直線は楽に抜け出してレコード勝ち。好位の内を追走のフチサンメルチャンが直線外に出してゴール前で２番手に上がる。先行馬での決着。
202102010401,"12.4,10.7,11.7,11.5,12.4,,,,,,,,,,,,,",,,"(*2,4)12-(1,8)-5(7,3)(9,11)-10,6","(2,*4,12)-1,8-(7,5,3)-(9,11)6,10",0.0,,,222,113,11333,11133,相当水が浸みて非常に脚抜きの良い、速い時計が出る馬場。若干バラついたスタート。大外枠のワンエルメスが好スタートを切って態勢有利だが、内からフォーエバーソングが突っ張ってこちらが先頭。２番手にもヒルノパッションが浮上、ワンエルメスを加えて３頭が雁行で後続を引き離してリードする。直線入口でフォーエバーソングが脱落、ヒルノパッションとワンエルメスの一騎打ちに。最後僅かにワンエルメスが態勢有利になり、そのままゴールとなった。ヒルノパッションは２着、離れた３番手に内を進んだミュージアムピースが浮上。芝から
202102010402,"12.0,10.8,11.3,12.0,11.8,12.2,,,,,,,,,,,,",,,"8,11(3,5,9)(10,13)(6,12)(1,14)7(4,15)-16=2","(*8,11)(3,5,9)(10,13,14)(6,12)7(1,4)15-16-2",0.0,,,222,222,42222,44222,全面的に蹄跡残り始め、雨も影響し結構渋って時計掛かる状況。ややバラついたスタート。真ん中から押してミエノベルルが主張、すぐにバンベルクが並びかけ、２頭で引っ張る展開。後続はつかず離れず接近していて、先頭のペースもこの馬場にしてはやや速め。３コーナー過ぎから馬群の外をセンショウライツが捲ってきて、直線バンベルクを交わして先頭に立つ。しかしさらに外から追い込み馬が猛追、ジュノエスクとカシノフォワードが勢い良く伸び、ゴール寸前で交わす。最後はジュノエスクが競り勝った。２着がカシノフォワード、３着にセン
202102010403,"12.4,11.6,12.2,12.5,12.3,12.2,12.1,11.9,12.6,,,,,,,,,","1,10(3,11)(7,14)8(2,6,9,13)(4,5)(12,15)-16","1,10(3,11)7(2,8,14)(6,13)(4,9)(5,15)12,16","1-(3,10)(2,7,11,14)8(6,5,13)(4,9)12(15,16)","1,3(2,10,14)11(7,8,13)5(6,9)(12,4,16)15",0.0,222,222,222,222,42222,44222,全面的に蹄跡残り始め、雨も影響し結構渋って時計掛かる状況。ややバラついたスタート。内で好スタートを決めたエルファシルがサッと先手を奪い、２番手にフジグランツが続く。特に先頭が競り合う様子もなく、隊列はすぐ固まってほとんど一団。先頭のエルファシルはずっと単騎で逃げている。ペースは遅すぎでもないが淡々と進み、向正面での動きもない。３コーナーからエルファシルがスパートを開始してリードを広げ、インベタから３番手内のピエドラアギーラが接近。直線に向いてピエドラアギーラが逃げるエルファシルを捉え、アッサリ抜
202102010404,"7.1,10.7,11.1,12.1,12.3,12.4,13.0,13.0,12.6,,,,,,,,,","8(7,9,10)-(2,12)(5,14)(4,6)-1-3,13,11","8,10(7,9)-2(12,5,14)-(4,6)-1-3-13-11","(8,*10)(2,9)(12,14)(7,4,1)(6,5,3)=11-13","(*8,10)(2,12,1)4(14,9,3)-6(7,5,11)=13",0.0,222,222,222,222,22222,22222,相当水が浸みて非常に脚抜きの良い、速い時計が出る馬場。バラついたスタート。５枠６枠の４頭がしばらく横並び雁行で１コーナーを回り、かなり押してジョークラッシャーが先頭に立つ。しかしタイセイフリートがしつこく追いかけ、かなり速いペースで飛ばす。隊列も縦長。好位勢も脱落馬が出て、先頭２頭も厳しいところに、４コーナーで後続が一斉に殺到。ファンタジーライツとランスルーが直線入口で先頭に立って叩き合いをするも、外を回ったマンオブカレッジが物凄い脚色でズバッと伸びて差し勝った。かなり速いタイム、上がりも優秀。
202102010405,"12.4,12.1,12.8,13.2,13.0,12.5,12.3,11.7,11.7,,,,,,,,,","2-3,10(4,9)(1,6,11)(5,12)(7,8)","2-3,10(4,9)(1,6,11)-(5,12)-(7,8)","2,3(10,9)11(4,6)(5,12)(1,7,8)","2(3,9)11(10,4,6,12)5(1,8)7",4.0,222,222,222,222,42222,44222,全面的に蹄跡残り始め、雨も影響し結構渋って時計掛かる状況。バラついたスタート。内から促してエクラノーブルがサッと先手を主張、２番手にチョッピーが続く。１コーナーで既にペースダウンしていて馬群はほぼ一団。逃げるエクラノーブルは全く絡まれずの単騎逃げ。この形のまま道中は淡々と進んで動きも一切なし。３コーナーから若干のペースアップをするが、外から差し馬勢が押し上げる。しかし直線に向くとエクラノーブルは一気にリードを広げ、あっという間に５馬身差。最後まで脚色良く押し通してしまった。離れた２着争いは、馬群
202102010406,"12.1,10.7,11.4,11.6,12.4,,,,,,,,,,,,,",,,"9(4,8,12)(2,10)(3,6,7)5,11,1","9(4,8,12)(2,10)6(3,5)7,1,11",0.0,,,222,113,11333,11133,相当水が浸みて非常に脚抜きの良い、速い時計が出る馬場。若干バラついたスタート。内で若干態勢有利だったエンジェルティアラを、外から押してメイショウエニシアが交わして先頭に立つ。２番手で３頭併走していて、先頭は単騎で行けた。あまり前半ペースも厳しくはなく、直線に向いてメイショウエニシアはもう一伸び。２馬身差がなかなか詰まらない。サウンドブライアンが２番手で粘り込むも、最後まで横には並べなかった。１着メイショウエニシア、２着サウンドブライアン、外から脚を伸ばしたユスティニアンが３着。
202102010407,"12.0,11.2,11.6,11.6,11.4,12.0,,,,,,,,,,,,",,,"14(15,13)(6,12,10)(3,9)(4,5,16)11(2,8)7-1","(*14,15,13)(6,12,10)(3,9)16,4(5,11)2-8,7,1",0.0,,,222,222,42222,44222,全面的に蹄跡残り始め、雨も影響し結構渋って時計掛かる状況。ややバラついたスタート。外枠各馬の方がスタートは良くて、エターナルハートが内の馬を制して先頭。２番手はエールヴィフが続く。先団が固まって、やや落ち着いたペースで進んで、好位で追走する組がむしろ手応え悪そう。外から早めに動いた３番手ラヴケリーが先頭に接近するも、直線ではその外から脚を伸ばす差し馬の勢いがいい。馬群を割って伸びたカバーガール、外から馬体を併せてくるメイショウツワブキ。しかし最後まで態勢有利をカバーガールが守って、メイショウツワ
202102010408,"6.8,10.8,11.5,12.3,12.6,12.3,12.7,12.6,13.3,,,,,,,,,","(*4,14)6,7(3,5)13(2,8,10)(1,9)11,12","(*4,14)(6,7,5)3-13(2,10)8(1,9)(11,12)","(*4,14)(5,2)(6,7)(3,13)(8,10)(11,1)9,12","4,2(14,5)(6,7,13)(3,8,1)(11,10)9,12",0.0,222,222,222,222,22222,22222,相当水が浸みて非常に脚抜きの良い、速い時計が出る馬場。比較的横並びで揃ったスタート。内枠各馬がなかなか崩れないが、出鞭入れてイグナーツが主張。１コーナーで大外ヴィクトリオンが絡んできて、かなり競り掛けてくる。ペースも速い。３コーナーでシフクユウヒが強気に捲って出てきて、イグナーツも抵抗するが直線半ばで先頭に躍り出た。そのまま押し切るかに思えたが、最後ゴール寸前に追い込み２頭が外から猛追。僅かにクリノドラゴンが首の上げ下げで差し勝った。僅差にカネコメノボルが飛び込み、シフクユウヒは僅かに劣って３着
