blood_num,horse_name,sex_code,hair_color_code,keito_code,father_name,mother_name,bms_name,birthday,father_birth_year,mother_birth_year,bms_birth_year,owner_name,owner_code,breeder_name,birthplace,register_del_flag,data_date,father_code,bms_code
18103995,コスモスケアヘッド,1,03,00,ワールドエース,アップルトウショウ,アンバーシャダイ,20180524,2009,1996,1977,㈲ビッグレッドファーム,01,棚川　光男,新ひだか,0,20210821,1206,1105
18102662,ココリカレドニアン,2,01,00,マジェスティックウォリアー,シャラントレディ,フジキセキ,20180305,2005,2007,1992,美崎　光二郎氏,06,タガミファーム,新ひだか,0,20210821,1311,1206
18101674,レディアイコ,2,07,00,モーリス,ミンナノアイドル,オグリキャップ,20180501,2011,2007,1985,㈱ローレルレーシング,06,佐藤牧場,新冠,0,20210821,1207,1501
18110022,ウェルスナイパー,2,03,06,ヴァイオレンス,ダウンザウェル,ムジャディル,20180402,2010,2004,1988,㈱ヒダカ・ブリーダーズ・ユニオン,01,Ｐａｒｒｉｓｈ　Ｈｉｌｌ　Ｆａｒｍ　＆,米,0,20210821,1109,1108
18100661,エイペクス,2,03,00,リーチザクラウン,ゴールデンイエラ,マキャヴェリアン,20180421,2006,2005,1987,ゴドルフィン,01,ダーレー・ジャパン・ファーム,日高,0,20210821,1206,1503
18102008,ヤマニンアマルタス,2,04,00,ノヴェリスト,ヤマニンアストレア,キングカメハメハ,20180421,2009,2007,2001,土井　肇氏,07,錦岡牧場,新冠,0,20210821,1902,1503
18104456,キタノゼロセン,1,01,00,トゥザワールド,カレンナサクラ,メジロライアン,20180530,2011,2004,1987,北所　直人氏,01,見上牧場,新ひだか,0,20210821,1503,1105
18110141,ライラックスマイル,2,03,06,ミッキーアイル,ライラックローズ,ヘンリーザナヴィゲーター,20180919,2011,2012,2005,㈱ローレルレーシング,06,Ａｒｒｏｗｆｉｅｌｄ　Ｇｒｏｕｐ　Ｐｔｙ,豪,0,20210821,1206,1503
18104624,デルマニョイリン,2,03,00,ローエングリン,シャイニンググラス,サンデーサイレンス,20180316,1999,1998,1986,浅沼　廣幸氏,01,社台ファーム,千歳,0,20210821,1109,1206
16102814,ディザイアソング,2,03,00,ハービンジャー,マイディアソング,ディープインパクト,20160504,2006,2008,2002,尾上　寿夫氏,06,いとう牧場,日高,0,20210821,1106,1206
16102529,リーガルマインド,1,03,05,ルーラーシップ,リターンキャスト,ノーザンテースト,20160419,2007,1998,1971,畑佐　博氏,07,高松牧場,浦河,0,20210821,1503,1105
15105609,サトノユニゾン,3,03,00,シニスターミニスター,ハニーパイ,サウスヴィグラス,20150402,2003,2010,1996,㈱サトミホースカンパニー,04,グランド牧場,新ひだか,0,20210821,1311,1503
15102313,シスル,2,06,00,ノボジャック,ジュピターズビコー,シングスピール,20150418,1997,2002,1992,中村　祐子氏,01,オギオギ牧場,新ひだか,0,20210821,1103,1109
18100754,ネロメルレット,2,06,00,フェノーメノ,シリウストウショウ,スペシャルウィーク,20180328,2009,2004,1995,高樽　さゆり氏,02,ディアレストクラブ,浦河,0,20210821,1206,1206
19104994,ショウナンマーズ,1,03,00,モーリス,ショウナンバーキン,フジキセキ,20190328,2011,2010,1992,国本　哲秀氏,08,青藍牧場,登別,0,20210821,1207,1206
18105185,パラッツォレジーナ,2,03,00,ディープインパクト,パレスルーマー,ロイヤルアンセム,20180205,2002,2003,1995,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210821,1206,1107
18102855,メイショウヤマツミ,1,03,00,マクフィ,ゲッコウ,キングカメハメハ,20180513,2007,2008,2001,松本　和子氏,09,水上　習孝,新ひだか,0,20210821,1503,1503
18106509,サンデーインアスク,2,05,00,ディープインパクト,サティアナ,ストリートクライ,20180327,2002,2009,1998,廣崎利洋ＨＤ㈱,00,三嶋牧場,浦河,0,20210821,1206,1503
18102455,トーホウノーヴァ,1,01,00,トーホウジャッカル,ネバーエンディング,エンドスウィープ,20180319,2011,2002,1991,東豊物産㈱,07,小河　豊水,新ひだか,0,20210821,1206,1503
18100725,ベントラ,1,04,00,ダイワメジャー,パサパ,キングカメハメハ,20180225,2001,2007,2001,本間　茂氏,01,チャンピオンズファーム,新ひだか,0,20210821,1206,1503
18103743,メモリーズ,2,03,00,ディープインパクト,フレンチリヴィエラ,フレンチデピュティ,20180217,2002,1999,1992,㈲グランド牧場,01,グランド牧場,新ひだか,0,20210821,1206,1103
18104988,ギレルモ,1,03,00,ダイワメジャー,カルディーン,ローマンルーラー,20180315,2001,2009,2002,吉田　勝己氏,01,ノーザンファーム,安平,0,20210821,1206,1503
18100240,クリノミカサ,2,01,00,ストロングリターン,クリノカグヤマ,プリサイスエンド,20180409,2006,2010,1997,栗本　博晴氏,09,木村牧場,日高,0,20210821,1207,1503
18101167,サンライズアベリア,1,03,00,ハービンジャー,サンデーローズ,ブライアンズタイム,20180430,2006,2006,1985,松岡　隆雄氏,10,ヤナガワ牧場,日高,0,20210821,1106,1207
18102931,ラガーイチバン,2,04,00,ドゥラメンテ,アポロティアラ,パラダイスクリーク,20180320,2012,2004,1989,奥村　啓二氏,08,山際牧場,新ひだか,0,20210821,1503,1310
18100467,メイショウヨサレ,2,03,00,ワールドエース,ホットバタードラム,タニノギムレット,20180518,2009,2010,1999,松本　好雄氏,09,庄野牧場,日高,0,20210821,1206,1207
18106869,サンマルマリン,2,01,00,オルフェーヴル,アースマリン,マリエンバード,20180429,2008,2005,1997,相馬　勇氏,08,アイオイファーム,浦河,0,20210821,1206,1102
18104805,ララティーナ,2,01,00,スクリーンヒーロー,ミスラゴ,エンコスタデラゴ,20180127,2004,2008,1993,米田　稔氏,09,社台ファーム,千歳,0,20210821,1207,1101
18106256,ニシノカグラ,2,04,00,エピファネイア,ニシノマメユリ,キングカメハメハ,20180214,2010,2013,2001,西山　茂行氏,05,谷川牧場,浦河,0,20210821,1207,1503
18103197,メイショウコデマリ,2,03,00,ワールドエース,スズカルビー,キングヘイロー,20180314,2009,2005,1995,松本　好雄氏,09,鮫川フアーム,浦河,0,20210821,1206,1104
18102221,オーマイリーベ,2,03,00,ディープブリランテ,オリエンタルアデル,コンデュイット,20180329,2009,2013,2005,薪浦　亨氏,09,松浦牧場,新冠,0,20210821,1206,1309
18104328,ネッダ,2,03,00,マクフィ,ダンスオブサロメ,ビワタケヒデ,20180211,2007,2002,1995,門野　重雄氏,08,フジワラフアーム,新ひだか,0,20210821,1503,1207
18105483,エレメンタル,1,03,00,エイシンフラッシュ,エインセル,メイショウサムソン,20180405,2007,2010,2003,㈱カナヤマホールディングス,09,社台コーポレーション白老ファーム,白老,0,20210821,1503,1109
18100488,ピエナセイラ,2,03,00,ハービンジャー,ピエナアプローズ,フジキセキ,20180506,2006,2009,1992,本谷　兼三氏,09,白井牧場,日高,0,20210821,1106,1206
18105985,エイシンイシュタル,2,01,00,スクリーンヒーロー,マーゼリン,バラシア,20180411,2004,2004,1990,平井　克彦,09,栄進牧場,浦河,0,20210821,1207,1109
18103062,トーホウジョーカー,3,03,00,ロードカナロア,リアルヴィーナス,ネオユニヴァース,20180315,2008,2011,2000,東豊物産㈱,07,笠松牧場,浦河,0,20210821,1503,1206
18110027,トーテムポール,1,03,06,イフラージ,エンシェントアート,モンズーン,20180404,2001,2008,1990,ゴドルフィン,01,Ｇｏｄｏｌｐｈｉｎ,愛,0,20210821,1503,1902
19103844,ディアナスター,2,03,00,ドゥラメンテ,ダブルファンタジー,ジャイアントレッカー,20190308,2012,2010,2002,馬目　卓氏,06,辻　牧場,浦河,0,20210821,1503,1108
19100619,アクティナ,1,03,00,ラニ,ヴィクトリアアイ,ブライアンズタイム,20190426,2013,2004,1985,ノースヒルズ,08,ノースヒルズ,新冠,0,20210821,1311,1207
18105410,デマントイド,2,03,00,ハービンジャー,ガーネットチャーム,ファルブラヴ,20180410,2006,2009,1998,吉田　晴哉氏,04,追分ファーム,安平,0,20210821,1106,1101
18102075,トラヴェラーズ,2,03,00,ディスクリートキャット,セシャト,アドマイヤムーン,20180131,2003,2013,2003,㈲ハクツ牧場,,ハクツ牧場,新冠,0,20210821,1108,1503
18103578,ヒロシゲクリスタル,2,03,00,キンシャサノキセキ,アートオブダンサー,サウスヴィグラス,20180227,2003,2006,1996,阿尾　浩和氏,09,岡田牧場,新ひだか,0,20210821,1206,1503
18104631,エンタイトルド,2,01,00,ストロングリターン,シルヴァーグレイス,ハーツクライ,20180502,2006,2010,2001,㈲社台レースホース,01,社台ファーム,千歳,0,20210821,1207,1206
18106708,メイショウフィット,2,04,00,メイショウボーラー,プラッキーエリーナ,マヤノトップガン,20180406,2001,2009,1992,松本　好雄氏,09,中脇　一幸,様似,0,20210821,1206,1207
18105859,メイショウハマユウ,2,03,00,ハービンジャー,メイショウスコール,メイショウオウドウ,20180408,2006,2005,1995,松本　好雄氏,09,磯野牧場,浦河,0,20210821,1106,1206
18103577,ヒロシゲサファイア,2,03,00,メダグリアドーロ,アルズギャル,イングリッシュチャンネル,20180424,1999,2011,2002,阿尾　浩和氏,09,岡田牧場,新ひだか,0,20210821,1109,1503
18106024,チキウボウエイグン,1,04,00,ヴィクトワールピサ,チキウミサキ,メイショウボーラー,20180413,2007,2009,2001,三宅　勝俊氏,08,カナイシスタッド,浦河,0,20210821,1206,1206
18100728,ハンサムハーリー,1,04,00,ダイワメジャー,ピースオブラヴ,マイネルラヴ,20180222,2001,2002,1995,藤井　聡一郎氏,09,チャンピオンズファーム,新ひだか,0,20210821,1206,1503
18106804,セラヴィー,2,03,00,キズナ,セルフプリザヴェーション,ライオンハート,20180331,2010,2009,2001,㈱フクキタル,05,パカパカファーム,新冠,0,20210821,1206,1108
17101327,タイセイパワーズ,1,04,05,アサクサキングス,カシノヴィガ,デヒア,20170423,2004,2002,1991,田中　成奉氏,06,柏木　一則,新冠,0,20210821,1104,1103
17102845,スプリットロック,1,01,00,ケープブランコ,ミントシャイン,サンデーサイレンス,20170318,2007,2002,1986,水上　行雄氏,05,笠松牧場,浦河,0,20210821,1109,1206
16102528,マテラサンオウ,1,04,00,ルーラーシップ,リアライズノユメ,アフリート,20160523,2007,2008,1984,大野　照旺氏,08,高松牧場,浦河,0,20210821,1503,1503
13103668,ブリーズスズカ,1,05,00,ヨハネスブルグ,ビューティコマンダ,コマンダーインチーフ,20130311,1999,2007,1990,永井　宏明氏,07,日本中央競馬会日高育成牧場,浦河,0,20210821,1108,1104
16106305,シルバークレイン,2,07,00,クロフネ,アンティフリーズ,タップダンスシチー,20160405,1998,2007,1997,山上　和良氏,08,前谷　武志,新ひだか,0,20210821,1103,2003
12105677,サンビショップ,3,01,00,メイショウボーラー,トウヨウテースト,ノーザンテースト,20120505,2001,1997,1971,㈲三嶋牧場,01,吉田　又治,浦河,0,20210821,1206,1105
16102207,メイショウメイリン,1,04,00,メイショウボーラー,シニスタークイーン,シニスターミニスター,20160402,2001,2009,2003,松本　好雄氏,09,宮内牧場,浦河,0,20210821,1206,1311
18102187,アクチュアリー,2,07,00,ジョーカプチーノ,インシスト,シンボリクリスエス,20180329,2006,2010,1999,石瀬　浩三氏,08,プログレスファーム,新冠,0,20210822,1206,1207
18102301,パイナ,2,03,00,ディープブリランテ,リトゥルスター,アグネスワールド,20180404,2009,2005,1995,佐久間　拓士氏,06,村上　欽哉,新冠,0,20210822,1206,1106
18104026,キタノエンディング,1,03,00,コパノリチャード,ピカンチラヴ,ネオユニヴァース,20180224,2010,2007,2000,北所　直人氏,01,谷岡牧場,新ひだか,0,20210822,1206,1206
18103698,スターリーソング,2,03,00,エスポワールシチー,ウディバードソング,ウッドマン,20180326,2005,1999,1983,広尾レース㈱,05,金　球美,新ひだか,0,20210822,1206,1503
18106007,スプリングローズ,2,05,00,フェノーメノ,カリズマ,アドマイヤムーン,20180329,2009,2009,2003,山内　邦一氏,09,岡本　昌市,浦河,0,20210822,1206,1503
18100349,シャークウォーニン,1,03,00,ダノンシャーク,サワキック,アグネスデジタル,20180528,2008,2009,1997,井上　久光氏,05,サンバマウンテンファーム,日高,0,20210822,1206,1503
18101350,サクセスザブーン,1,03,00,ルーラーシップ,サクセスフィリア,ディープインパクト,20180425,2007,2011,2002,㈱タカシマ,,坂東牧場,平取,0,20210822,1503,1206
18104274,デルマバサラ,1,01,00,ロージズインメイ,サフラントウショウ,ラムタラ,20180430,2000,2004,1992,浅沼　廣幸氏,01,原　弘之,新ひだか,0,20210822,1206,1102
18110014,ジョイアスチャント,1,01,06,キトゥンズジョイ,スウィートチャント,ディストーテッドヒューマー,20180324,2001,2012,1993,ゴドルフィン,01,Ｔｅｎｅｒｉ　Ｆａｒｍ　Ｂｅｒｎａｒｄｏ,米,0,20210822,1109,1503
18102659,ニシノカムイ,1,03,00,ドゥラメンテ,レッドアシェット,ダイワメジャー,20180127,2012,2011,2001,西山　茂行氏,05,田上　徹,新ひだか,0,20210822,1503,1206
18100064,サンエルサ,2,05,00,トーセンホマレボシ,イーサンラヴ,マイネルラヴ,20180315,2009,2004,1995,諸岡　慶氏,06,新井　弘幸,日高,0,20210822,1206,1503
18106439,サトミノヒカリ,2,04,00,エスケンデレヤ,ビューティコマンダ,コマンダーインチーフ,20180313,2007,2007,1990,田代　洋己氏,,日本中央競馬会日高育成牧場,浦河,0,20210822,1108,1104
18101854,ガガク,2,04,00,スクリーンヒーロー,シンメイミヤビ,ラングフール,20180311,2004,2005,1992,㈱ノルマンディーサラブレッドレーシング,02,飛渡牧場,新冠,0,20210822,1207,1106
18104027,アイドゥ,2,04,00,ブラックタイド,ブリリアントスター,ストームキャット,20180325,2001,2003,1983,㈲谷岡牧場,01,谷岡牧場,新ひだか,0,20210822,1206,1108
18103690,マリアッチ,1,03,00,ワールドエース,ゲラウトマイウエイ,スキャターザゴールド,20180407,2009,2004,1997,内藤　好江氏,06,キヨタケ牧場,新ひだか,0,20210822,1206,1503
18105211,ブラックアリエス,3,03,00,カレンブラックヒル,ピンクアリエス,キングカメハメハ,20180407,2009,2007,2001,㈲キャロットファーム,02,ノーザンファーム,安平,0,20210822,1206,1503
18105072,ヒーズオールザット,3,04,00,ブラックタイド,シーイズトウショウ,サクラバクシンオー,20180421,2001,2000,1989,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1206,1304
18101597,バケル,1,05,00,フェノーメノ,プラントパラダイス,パラダイスクリーク,20180506,2009,2000,1989,ケーエスＨＤ,02,小泉牧場,新冠,0,20210822,1206,1310
18100459,ルリアンシップ,2,07,00,ゴールドシップ,ローマンブリッジ,ブライアンズタイム,20180306,2009,2005,1985,㈲下河辺牧場,02,下河辺牧場,日高,0,20210822,1206,1207
18100716,アスクスタイルマン,1,04,00,ハーツクライ,キングスミール,シアトリカル,20180430,2001,2001,1982,廣崎利洋ＨＤ㈱,00,チャンピオンズファーム,新ひだか,0,20210822,1206,1107
18105596,ハイボールコパ,2,04,00,リオンディーズ,マキシマムジョイ,ハーツクライ,20180507,2013,2010,2001,小林　祥晃氏,05,市川牧場,むかわ,0,20210822,1503,1206
19100455,モリデンブラック,1,04,21,トゥザワールド,ヒラリータイザン,ワイルドラッシュ,20190228,2011,2008,1994,森田　芳男氏,01,トモファーム,新冠,0,20210822,1503,1402
19100270,マナホク,1,03,21,トゥザワールド,スカイプラネット,ネオユニヴァース,20190501,2011,2008,2000,合同会社ＭＩＲＡＩ,,シンカンファーム,新冠,0,20210822,1503,1206
13100206,ウインドオブホープ,3,01,00,スクリーンヒーロー,オンマイマインド,ティンバーカントリー,20130405,2004,2007,1992,㈲木村牧場,01,木村牧場,日高,0,20210822,1207,1503
16104648,ラヴズオンリーユー,2,03,00,ディープインパクト,ラヴズオンリーミー,ストームキャット,20160326,2002,2006,1983,ＤＭＭドリームクラブ㈱,06,ノーザンファーム,安平,0,20210822,1206,1108
15104882,ブラストワンピース,1,03,00,ハービンジャー,ツルマルワンピース,キングカメハメハ,20150402,2006,2008,2001,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1106,1503
18106029,セイントフォース,2,01,00,メイショウボーラー,プラチナループ,マーベラスサンデー,20180420,2001,2006,1992,ＩＨＲ,08,カナイシスタッド,浦河,0,20210822,1206,1206
18100245,ショウナンカリプソ,2,03,00,ダノンシャンティ,ショウナンアズサ,キングカメハメハ,20180207,2007,2010,2001,国本　哲秀氏,08,木村牧場,日高,0,20210822,1206,1503
18104555,アヒージョケッパー,2,07,00,ゴールドシップ,エルーセラ,スピリットワン,20180131,2009,2010,2004,㈱スリーエイチレーシング,04,社台ファーム,千歳,0,20210822,1206,1106
18103545,マナフォルトゥーナ,2,03,00,マツリダゴッホ,プラチナテーラー,ジャングルポケット,20180411,2003,2010,1998,ディアレストクラブ㈱,02,岡田スタツド,新ひだか,0,20210822,1206,1307
18104904,サンヴィセンテ,2,03,00,ジャスタウェイ,アビラ,ロックオブジブラルタル,20180217,2009,2004,1999,㈲キャロットファーム,02,ノーザンファーム,安平,0,20210822,1206,1106
18104564,スクリーンマドンナ,2,04,00,スクリーンヒーロー,オメガハートランド,アグネスタキオン,20180128,2004,2009,1998,吉田　千津氏,01,社台ファーム,千歳,0,20210822,1207,1206
18105190,ララヴァンド,2,03,00,ロードカナロア,パープルセイル,フジキセキ,20180413,2008,2011,1992,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1503,1206
18105384,メラニー,2,05,00,ディープインパクト,ロベルタ,ブライアンズタイム,20180306,2002,2008,1985,近藤　英子氏,09,ノーザンファーム,安平,0,20210822,1206,1207
18105300,ロジモーリス,2,03,00,モーリス,メチャコルタ,エルコレドール,20180205,2011,2012,1997,久米田　正明氏,06,ノーザンファーム,安平,0,20210822,1207,1503
18103224,ベリリウンヌ,2,03,00,ナカヤマフェスタ,トーホークイーン,メジロマックイーン,20180410,2006,2005,1987,㈲ミルファーム,03,大北牧場,浦河,0,20210822,1206,2201
18100881,マオノジーナス,2,05,00,エピファネイア,デアリングバード,キングカメハメハ,20180407,2010,2011,2001,湯浅　健司氏,06,長谷川牧場,日高,0,20210822,1207,1503
18106053,イトザクラ,2,03,00,ディスクリートキャット,ハンナリト,ネオユニヴァース,20180419,2003,2007,2000,村上　卓史氏,05,川越ファーム,浦河,0,20210822,1108,1206
18109114,ワンダーポケット,2,03,00,ジャングルポケット,フェアブルーム,ディープインパクト,20180511,1998,2009,2002,下河邉　行信氏,06,下河辺トレーニングセンター,新ひだか,0,20210822,1307,1206
18104943,アランチャロッサ,2,05,00,リオンディーズ,ヴィヴィッドカラー,ダンスインザダーク,20180516,2013,2004,1993,㈲サンデーレーシング,06,ノーザンファーム,安平,0,20210822,1503,1206
18105837,レッドアスラン,1,03,00,スピルバーグ,レッドエルザ,スマートストライク,20180215,2009,2010,1992,㈱東京ホースレーシング,05,レイクヴィラファーム,洞爺湖,0,20210822,1206,1503
18101396,プリオールトップ,2,04,00,ジャングルポケット,ブライティアトップ,スペシャルウィーク,20180514,1998,2009,1995,小林　昌志氏,01,雅　牧場,平取,0,20210822,1307,1206
18100941,マイネルレガシー,1,03,00,ルーラーシップ,ロゼットネビュラ,ネオユニヴァース,20180406,2007,2006,2000,㈱サラブレッドクラブ・ラフィアン,01,日高大洋牧場,日高,0,20210822,1503,1206
18103433,ラビオンアスール,1,06,00,エイシンフラッシュ,ルネッタアスール,ロージズインメイ,20180527,2007,2009,2000,㈱アスール,06,石川　栄一,新ひだか,0,20210822,1503,1206
18105559,サバイバルナイト,1,04,00,リーチザクラウン,メイカ,ダンスインザダーク,20180504,2006,2004,1993,福田　光博氏,05,社台コーポレーション白老ファーム,白老,0,20210822,1206,1206
18104272,タンキエットゥ,2,07,00,ジョーカプチーノ,ウインセラヴィ,ハーツクライ,20180517,2006,2010,2001,岡田　牧雄氏,01,原　弘之,新ひだか,0,20210822,1206,1206
18104613,サトルアプローチ,1,03,00,ジャングルポケット,サトルスマイル,バブルガムフェロー,20180407,1998,1999,1993,吉田　千津氏,01,社台ファーム,千歳,0,20210822,1307,1206
18105372,ギャラクサイト,1,04,00,ハーツクライ,レーヴディマン,ハイエストオナー,20180516,2001,2001,1983,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1206,1307
18104210,カドカラハジマル,1,01,00,ワールドエース,カドバン,タイキシャトル,20180410,2009,2013,1994,芳賀　克也氏,07,野坂牧場,新ひだか,0,20210822,1206,1206
18103683,キャットウォーク,1,03,00,スピルバーグ,スイートマカロン,テイルオブザキャット,20180319,2009,2006,1994,広尾レース㈱,05,木村　秀則,新ひだか,0,20210822,1206,1108
18102083,ロクネンニクミ,1,01,00,フリオーソ,アガペー,シンボリクリスエス,20180406,2004,2011,1999,藤本　彰氏,05,ハシモトフアーム,新冠,0,20210822,1207,1207
18104464,ナイトエクスプレス,1,04,00,エピファネイア,エカポールパンダ,ダンスインザダーク,20180304,2010,2011,1993,石瀬　浩三氏,08,三木田牧場,新ひだか,0,20210822,1207,1206
13105556,シトラスクーラー,3,03,00,ゼンノロブロイ,トップサンキスト,アサティス,20130521,2000,1992,1985,㈱Ｇ１レーシング,06,社台ファーム,千歳,0,20210822,1206,1101
16104344,カイザースクルーン,3,07,00,ルーラーシップ,アイスフォーリス,ステイゴールド,20160306,2007,2009,1994,㈲サンデーレーシング,06,社台コーポレーション白老ファーム,白老,0,20210822,1503,1206
16104226,キセキノカガヤキ,2,04,00,トーセンホマレボシ,マチカネセキガハラ,フジキセキ,20160425,2009,2006,1992,ライオンレースホース㈱,04,レイクヴィラファーム,洞爺湖,0,20210822,1206,1206
15105725,グラスレガシー,2,04,00,ワークフォース,グラスブロード,フサイチペガサス,20150401,2007,2003,1997,半沢㈲,03,静内フジカワ牧場,新ひだか,0,20210822,1503,1503
14102038,マスラオ,3,01,00,ブレイクランアウト,マコトエンエン,サンデーサイレンス,20140510,2006,2001,1986,Ｇリビエール・レーシング,05,白井牧場,日高,0,20210822,1503,1206
15104750,グロンフォール,1,03,00,ハーツクライ,キラーグレイシス,コンガリー,20150226,2001,2009,1998,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1206,1312
17106544,テイストオブハニー,2,03,00,オルフェーヴル,スウィートアンドフローレス,アンブライドルズソング,20170104,2008,2006,1993,㈱フクキタル,05,パカパカファーム,新冠,0,20210822,1206,1503
17106344,タイキスピネル,1,03,05,ダンカーク,マロノヴィーナス,タニノギムレット,20170314,2006,2007,1999,㈲大樹ファーム,05,ビクトリーホースランチ,浦河,0,20210822,1503,1207
18102805,アルバトリア,2,03,00,ヴィクトワールピサ,ニシノビギン,パラダイスクリーク,20180304,2007,2001,1989,加藤　徹氏,06,本桐牧場,新ひだか,0,20210822,1206,1310
17100106,クリノファイヤー,2,01,00,アイルハヴアナザー,ジョウノナンシー,フレンチデピュティ,20170310,2009,2003,1992,栗本　博晴氏,09,浦新　徳司,日高,0,20210822,1503,1103
17100611,キャルベイ,1,03,00,ヘニーヒューズ,クァンタムミス,スモークグラッケン,20170214,2003,2008,1994,里見　治紀氏,05,田端牧場,日高,0,20210822,1108,1503
16104293,カズマークセン,1,03,00,ディープインパクト,ディヴィナプレシオーサ,クロッカーロード,20160131,2002,2010,2001,㈲雅苑興業,09,追分ファーム,安平,0,20210822,1206,1311
19106457,ライサンダー,1,03,00,ザファクター,デコルテ,タニノギムレット,20190324,2008,2007,1999,谷水　雄三氏,08,西村牧場,新ひだか,0,20210822,1106,1207
18100726,フウカ,2,05,00,ダイワメジャー,パールヴァティー,タイキシャトル,20180415,2001,2012,1994,㈱ニッシンホールディングス,05,チャンピオンズファーム,新ひだか,0,20210822,1206,1206
18104958,ラパールデザンジュ,2,01,00,ヘニーヒューズ,エクレールアンジュ,ゼンノロブロイ,20180321,2003,2013,2000,吉田　勝己氏,01,ノーザンファーム,安平,0,20210822,1108,1206
18104987,グレイシャーパーク,2,05,00,ドーンアプローチ,カリスペル,シングスピール,20180506,2010,2010,1992,㈲シルクレーシング,03,ノーザンファーム,安平,0,20210822,1109,1109
18101578,ラントゥザスカイ,2,03,00,ヘニーヒューズ,ファインスカイ,アグネスタキオン,20180315,2003,2010,1998,㈱ローレルレーシング,06,協和牧場,新冠,0,20210822,1108,1206
18101086,ウインブランカ,2,07,00,ゴールドシップ,フライバイペガサス,フサイチペガサス,20180418,2009,2002,1997,㈱ウイン,03,槇本牧場,日高,0,20210822,1206,1503
18104063,ルージュヴィッフ,2,01,00,ドゥラメンテ,サセッティ,セルカーク,20180212,2012,2003,1988,㈱東京ホースレーシング,05,千代田牧場,新ひだか,0,20210822,1503,1502
18104741,マローニ,2,03,00,ディープインパクト,ピンクカメオ,フレンチデピュティ,20180308,2002,2004,1992,金子真人ホールディングス,05,社台ファーム,千歳,0,20210822,1206,1103
18103111,ワイルドヒロイン,2,06,00,スクリーンヒーロー,ヴィクトリアズワイルドキャット,ベラミーロード,20180219,2004,2008,2002,㈲高昭牧場,01,高昭牧場,浦河,0,20210822,1207,1106
18103123,ハッピーキララ,2,04,00,トゥザグローリー,キララチュール,タイキシャトル,20180228,2007,2006,1994,㈲高昭牧場,01,高昭牧場,浦河,0,20210822,1503,1206
18102808,キクノディーン,1,03,00,リオンディーズ,ハロウィンパレード,アグネスデジタル,20180406,2013,2007,1997,菊池　五郎氏,07,本桐牧場,新ひだか,0,20210822,1503,1503
18105271,テイクバイストーム,1,04,00,キズナ,マザーウェル,シンボリクリスエス,20180215,2010,2007,1999,前田　幸治氏,08,ノーザンファーム,安平,0,20210822,1206,1207
18105504,ルージュイデアル,2,01,00,ハーツクライ,サンヴァンサン,クロフネ,20180202,2001,2007,1998,㈱東京ホースレーシング,05,社台コーポレーション白老ファーム,白老,0,20210822,1206,1103
18105040,ミルティアデス,3,01,00,スクリーンヒーロー,サブトゥエンティ,キングカメハメハ,20180218,2004,2012,2001,㈲サンデーレーシング,06,ノーザンファーム,安平,0,20210822,1207,1503
18100464,ガティット,1,04,00,ベルシャザール,シーズガレット,アグネスフライト,20180402,2008,2008,1997,橋場　勇二氏,07,庄野牧場,日高,0,20210822,1503,1206
18105044,セカンドワルツ,2,01,00,ハービンジャー,サンエルピス,キングカメハメハ,20180212,2006,2011,2001,三田　昌宏氏,04,ノーザンファーム,安平,0,20210822,1106,1503
18102618,ハルキジェイソウル,2,03,00,シニスターミニスター,フリージアコート,タニノギムレット,20180407,2003,2011,1999,若草クラブ,10,佐藤　勝秀,新ひだか,0,20210822,1311,1207
18105114,コールドショット,1,03,00,ドゥラメンテ,セットプレイ,ヴァンニステルルーイ,20180210,2012,2005,2000,吉田　勝己氏,01,ノーザンファーム,安平,0,20210822,1503,1108
18101192,サンライズアクター,1,01,00,ラブリーデイ,メイショウネイロ,ネオユニヴァース,20180330,2010,2011,2000,松岡　隆雄氏,10,ヤナガワ牧場,日高,0,20210822,1503,1206
18103741,ミスズフィーリング,2,01,00,サウスヴィグラス,フィーリンググー,セイントアレックス,20180430,1996,2012,2007,永井　啓弍氏,07,グランド牧場,新ひだか,0,20210822,1503,1503
18102055,フージャオ,2,01,00,アイルハヴアナザー,トラディション,ゴールドアリュール,20180425,2009,2011,1999,ノースヒルズ,08,ノースヒルズ,新冠,0,20210822,1503,1206
18100404,ルージュサンライズ,2,03,00,タピザー,スキーホリデー,ハーランズホリデー,20180311,2008,2009,1999,松岡　隆雄氏,10,下河辺牧場,日高,0,20210822,1311,1108
18104106,ミエノピュア,3,04,00,ブラックタイド,ピュアチョコレート,ゴーストザッパー,20180316,2001,2008,2000,里見　美惠子氏,06,千代田牧場,新ひだか,0,20210822,1206,1103
17101858,ピエーナテーラー,2,01,00,ノヴェリスト,ハリウッドドリーム,バブルガムフェロー,20170131,2009,1999,1993,中西　浩一氏,08,ハシモトフアーム,新冠,0,20210822,1902,1206
17106714,サンマルキャンディ,2,04,05,ベルシャザール,サンマルリジイ,ゼンノロブロイ,20170514,2008,2009,2000,相馬　勇氏,08,アイオイファーム,浦河,0,20210822,1503,1206
