jockey_code,register_del_flag,register_del_date,jockey_name,jockey_kana,jockey_name_short,area_code,area_name,birthday,first_ride_year,apprentice_class,stable_code,jockey_comment,comment_date,year_leading,year_turf_wr,year_special_w,last_leading,last_turf_wr,last_special_w,data_date,year_turf_1st,year_turf_2nd,year_turf_3rd,year_turf_out,year_dirt_1st,year_dirt_2nd,year_dirt_3rd,year_dirt_out,last_turf_1st,last_turf_2nd,last_turf_3rd,last_turf_out,last_dirt_1st,last_dirt_2nd,last_dirt_3rd,last_dirt_out,total_turf_1st,total_turf_2nd,total_turf_3rd,total_turf_out,total_dirt_1st,total_dirt_2nd,total_dirt_3rd,total_dirt_out
10480,1,20020917,大沢辰也,オオサワ　タツヤ,大　沢,1,,19830308,2001,3,,まだまだ騎乗機会恵まれず。,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10481,1,20240331,大庭和弥,オオバ　カズヤ,大庭和,1,,19820913,2001,0,,思わぬ所で穴馬で突っ込んでくること多し。,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10482,1,20240229,川島信二,カワシマ　シンジ,川島信,2,,19821124,2001,0,,せこ手の名手になりつつある,20021225,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10483,0,00000000,小坂忠士,コサカ　タダシ,小坂忠,2,,19830207,2001,0,,障害ではある程度信頼出来る,20070723,64.0,0.0,0.0,62.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10484,1,20070331,田中亮,タナカ　リョウ,田中亮,2,,19811122,2001,0,,特に目立った騎乗スタイルなし,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10485,1,20101220,柄崎将寿,ツカザキ　マサトシ,柄　崎,1,,19821227,2001,0,,騎乗馬にそれほど恵まれず。,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10486,0,00000000,難波剛健,ナンバ　ヨシヤス,難波剛,2,,19821101,2001,0,,減量効果も手伝って、少し騎乗機会増える,20021225,35.0,0.0,0.0,52.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10487,1,20231231,平沢健治,ヒラサワ　ケンジ,平沢健,2,,19810504,2001,0,,４角で大きく膨れる競馬が目立つ。酷い。,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10488,0,00000000,蓑島靖典,ミノシマ　ヤスノリ,蓑島靖,1,,19821114,2001,0,10399,持っていかれる競馬が目立つ。,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10489,0,00000000,五十嵐雄祐,イガラシ　ユウスケ,五十嵐,1,,19840216,2002,0,10333,関東障害未勝利では上位の馬が集まる傾向。,20080710,45.0,0.0,0.0,38.0,1.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10490,1,20021021,井西泰政,イニシ　ヤスマサ,井　西,1,,19820930,2002,3,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10491,0,00000000,田辺裕信,タナベ　ヒロノブ,田辺裕,1,,19840212,2002,0,,ダートの短距離ならそれなりに。,20080626,13.0,2.0,0.0,17.0,6.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10492,1,20120229,岩崎祐己,イワサキ　ユウキ,岩　崎,2,,19830108,2002,0,,減量なくなり伸び悩み,20070723,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10493,0,00000000,黒岩悠,クロイワ　ユウ,黒岩悠,2,,19831026,2002,0,,Ｈペース時の突っ込みくらい,20021028,59.0,0.0,0.0,71.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10494,1,20101231,高野容輔,コウノ　ヨウスケ,高野容,2,,19831029,2002,0,,08年マーメイド軽量で穴あける,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10495,1,20120229,柴原央明,シバハラ　フミアキ,柴　原,2,,19830718,2002,0,,３連複の穴騎手,20020910,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10496,1,20120331,南井大志,ミナイ　ヒロシ,南　井,2,,19830212,2002,0,,現在は騎乗の大半は障害戦,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10497,0,00000000,石橋脩,イシバシ　シュウ,石橋脩,1,,19840403,2003,0,,ローカルで先行すれば渋太い,20030425,39.0,0.0,0.0,21.0,10.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10498,1,20111231,加藤士津八,カトウ　シヅヤ,加藤士,1,,19850202,2003,0,,ゴール前でキョロキョロ。単勝買い辛い,20030425,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10499,1,20250228,鈴木慶太,スズキ　ケイタ,鈴木慶,1,,19830318,2003,0,,結局乗り鞍増えないまま。,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10500,0,00000000,松岡正海,マツオカ　マサミ,松岡正,1,,19840718,2003,0,,関東の若手では安定が出てきた。高額条件で,20080626,22.0,1.0,0.0,32.0,3.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10501,1,20110331,南田雅昭,ミナミダ　マサアキ,南　田,1,,19841208,2003,0,,最近は乗り鞍減少,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10502,1,20101220,北村浩平,キタムラ　コウヘイ,北村浩,2,,19831224,2003,0,,ここ２年で乗り鞍激減。結果も出ていない。,20080131,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10503,1,20210228,佐久間寛志,サクマ　ヒロシ,佐久間,2,,19840526,2003,0,,最近は障害にシフトしつつある。,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10504,1,20101220,生野賢一,ショウノ　ケンイチ,生　野,2,,19840810,2003,0,,徐々に慣れてきた。そろそろ買い,20030425,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10505,1,20101020,高井彰大,タカイ　ショウタ,高　井,2,,19841203,2003,0,,不気味な一発はあるが、安定味欠く,20030425,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10506,1,20120920,長谷川浩大,ハセガワ　コウダイ,長谷川,2,,19831119,2003,0,,人気馬での安定感に欠ける。,20080710,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10507,0,00000000,津村明秀,ツムラ　アキヒデ,津村明,1,,19860105,2004,0,,小回りコースなら積極策が活きる,20080626,4.0,8.0,4.0,8.0,11.0,4.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10508,1,20260228,藤岡佑介,フジオカ　ユウスケ,藤岡佑,2,,19860317,2004,0,,関東騎手からの乗り替わりは割引必要,,24.0,3.0,1.0,14.0,17.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10509,1,20120229,水出大介,ミズイデ　ダイスケ,水　出,1,,19840806,2004,0,,障害の乗り始めて怪我が目立つ,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10510,0,00000000,吉田隼人,ヨシダ　ハヤト,吉田隼,1,,19831220,2004,0,,中山、新潟での活躍目立つ。東京はイマイチ,20080131,12.0,3.0,0.0,28.0,8.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10511,0,00000000,上野翔,ウエノ　ショウ,上野翔,1,,19851223,2004,0,,,,24.0,1.0,1.0,31.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10512,0,00000000,川田将雅,カワダ　ユウガ,川田将,2,,19851015,2004,0,,アドマイヤの主戦として飛躍を期待,20080626,4.0,12.0,5.0,4.0,35.0,10.0,20260328,,,,,,,,,105.0,103.0,65.0,234.0,,,,,,,,,,,,
10513,1,20240229,高野和馬,タカノ　カズマ,高野和,1,,19840920,2004,0,,最近の騎乗は障害戦が大半,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10514,1,20040402,竹本貴志,タケモト　タカシ,竹　本,1,,19831104,2004,3,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10515,0,00000000,丹内祐次,タンナイ　ユウジ,丹内祐,1,,19851105,2004,0,,栗東の崎山厩舎騎乗時が面白い,20080626,3.0,3.0,0.0,3.0,21.0,3.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10516,0,00000000,大野拓弥,オオノ　タクヤ,大野拓,1,,19860908,2005,0,,村田一誠騎手からの乗り替わりで好成績,,27.0,0.0,0.0,11.0,8.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10517,1,20191031,小島太一,コジマ　タイチ,小島太,1,,19851230,2005,0,,自厩舎の馬でしか結果でず。かなり追えない,20080710,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10518,1,20100201,佐藤聖也,サトウ　セイヤ,佐藤聖,1,,19850407,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10519,0,00000000,鮫島良太,サメシマ　リョウタ,鮫島良,2,,19870204,2005,0,,夏の小倉で１人気なら、勝率４割オーバー。,20080131,50.0,0.0,0.0,67.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10520,1,20100228,塚田祥雄,ツカダ　ヨシオ,塚　田,1,,19860629,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10521,0,00000000,中村将之,ナカムラ　マサユキ,中村将,2,,19861009,2005,0,10447,,,44.0,0.0,0.0,64.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10522,0,00000000,北村友一,キタムラ　ユウイチ,北村友,2,,19861003,2006,0,,,,13.0,2.0,0.0,7.0,18.0,4.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10523,1,20120229,田中克典,タナカ　カツノリ,田中克,2,,19870812,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10524,1,20170228,田中博康,タナカ　ヒロヤス,田中博,1,,19851205,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10525,0,00000000,田村太雅,タムラ　タイガ,田村太,2,,19860116,2006,0,,,,71.0,0.0,0.0,73.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10526,1,20121130,千葉直人,チバ　ナオト,千　葉,1,,19860730,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10527,1,20101220,船曳文士,フナビキ　ブンシ,船　曳,2,,19860926,2006,0,,過剰人気の時は要注意。積極策目立つ,20080619,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10528,0,00000000,的場勇人,マトバ　ハヤト,的場勇,1,,19871128,2006,0,10373,ローカルの平場ならそれなりに乗れるように,20080626,60.0,0.0,0.0,57.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10529,0,00000000,黛弘人,マユズミ　ヒロト,黛弘人,1,,19851112,2006,0,,,,47.0,1.0,0.0,41.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10530,1,20121231,池崎祐介,イケザキ　ユウスケ,池　崎,1,,19881107,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10531,1,20180620,大下智,オオシタ　サトシ,大下智,2,,19860512,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10532,0,00000000,荻野琢真,オギノ　タクマ,荻野琢,2,,19880728,2007,0,,08年春に調子の上がった時の怪我が痛かっ,20080626,63.0,0.0,0.0,57.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10533,0,00000000,草野太郎,クサノ　タロウ,草野太,1,,19890120,2007,0,,,,42.0,0.0,0.0,34.0,2.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10534,1,20251231,田中健,タナカ　ケン,田中健,2,,19880316,2007,0,,,,,,,60.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10535,0,00000000,浜中俊,ハマナカ　スグル,浜中俊,2,,19881225,2007,0,,外枠での活躍が目立つ。同期では一番乗れる,20080201,25.0,3.0,0.0,20.0,15.0,3.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10536,1,20240410,藤岡康太,フジオカ　コウタ,藤岡康,2,,19881219,2007,0,,競馬サークル出身だけに騎乗馬には恵まれる,20080626,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10537,0,00000000,丸田恭介,マルタ　キョウスケ,丸田恭,1,,19860520,2007,0,,馬群の後方を追走することが多い,20080626,35.0,0.0,0.0,29.0,3.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10538,1,20250929,宮崎北斗,ミヤザキ　ホクト,宮崎北,1,,19890312,2007,0,,先行馬の騎乗なら嫌う必要はない。,20080626,,,,63.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10539,0,00000000,伊藤工真,イトウ　タクマ,伊藤工,1,,19900226,2008,0,10441,なかなか乗り鞍恵まれず,20080626,59.0,0.0,0.0,53.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10540,0,00000000,大江原圭,オオエハラ　ケイ,大江圭,1,,19900226,2008,0,,父は元騎手。,,25.0,1.0,0.0,40.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10541,1,20111220,鷹野宏史,タカノ　ヒロフミ,鷹野宏,2,,19641004,2008,0,,高知から移籍も現状は厳しい,20080619,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10542,0,00000000,三浦皇成,ミウラ　コウセイ,三浦皇,1,,19891219,2008,0,10408,08年春終了時点で武豊の１年目を超える,20080619,6.0,6.0,0.0,7.0,13.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10543,0,00000000,小野寺祐太,オノデラ　ユウタ,小野寺,2,,19900312,2009,0,,,,57.0,0.0,0.0,55.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10544,0,00000000,国分恭介,コクブン　キョウスケ,国分恭,2,,19901227,2009,0,,,,39.0,0.0,0.0,33.0,6.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10545,0,00000000,国分優作,コクブン　ユウサク,国分優,2,,19901227,2009,0,10479,,,38.0,1.0,0.0,50.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10546,0,00000000,松山弘平,マツヤマ　コウヘイ,松山弘,2,,19900301,2009,0,,,,3.0,7.0,0.0,2.0,41.0,7.0,20260328,,,,,,,,,128.0,99.0,70.0,539.0,,,,,,,,,,,,
10547,0,00000000,丸山元気,マルヤマ　ゲンキ,丸山元,1,,19901003,2009,0,,,,17.0,1.0,0.0,12.0,9.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10548,0,00000000,川須栄彦,カワス　ハルヒコ,川須栄,2,,19911109,2010,0,,,,,,,58.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10549,0,00000000,菅原隆一,スガハラ　リュウイチ,菅原隆,1,,19920311,2010,0,10480,,,50.0,0.0,0.0,56.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10550,0,00000000,高倉稜,タカクラ　リョウ,高倉稜,2,,19910904,2010,0,,,,51.0,0.0,0.0,46.0,3.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10551,0,00000000,西村太一,ニシムラ　タイチ,西村太,1,,19900321,2010,0,,,,58.0,0.0,0.0,55.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10552,1,20171231,平野優,ヒラノ　ユウ,平野優,1,,19900116,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10553,1,20250701,水口優也,ミズグチ　ユウヤ,水口優,2,,19910322,2010,0,,,,,,,66.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10554,0,00000000,嶋田純次,シマダ　ジュンジ,嶋田純,1,,19930308,2011,0,10344,,,46.0,0.0,0.0,39.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10555,0,00000000,杉原誠人,スギハラ　マコト,杉原誠,1,,19921031,2011,0,,,,20.0,1.0,0.0,23.0,5.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10556,1,20150930,高嶋活士,タカシマ　カツジ,高　嶋,1,,19921202,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10557,1,20160131,花田大昂,ハナダ　ヒロタカ,花　田,2,,19900101,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10558,0,00000000,藤懸貴志,フジカケ　タカシ,藤懸貴,2,,19930225,2011,0,,,,29.0,1.0,0.0,48.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10559,0,00000000,森一馬,モリ　カズマ,森一馬,2,,19930313,2011,0,,,,58.0,0.0,0.0,47.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10560,0,00000000,横山和生,ヨコヤマ　カズオ,横山和,1,,19930323,2011,0,,,,5.0,8.0,2.0,5.0,19.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10561,0,00000000,中井裕二,ナカイ　ユウジ,中井裕,2,,19930625,2012,0,,,,43.0,1.0,0.0,49.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10562,0,00000000,長岡禎仁,ナガオカ　ヨシヒト,長岡禎,2,,19930925,2012,0,10445,,,52.0,0.0,0.0,45.0,6.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10563,0,00000000,原田和真,ハラダ　カズマ,原田和,1,,19940115,2012,0,,,,36.0,1.0,0.0,44.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10564,0,00000000,菱田裕二,ヒシダ　ユウジ,菱田裕,2,,19920926,2012,0,10376,,,20.0,1.0,0.0,26.0,9.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10565,1,20140319,山崎亮誠,ヤマサキ　リョウセイ,山崎亮,1,,19940325,2012,3,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10566,1,20140424,原田敬伍,ハラダ　ケイゴ,原田敬,2,,19950309,2013,3,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10567,0,00000000,伴啓太,バン　ケイタ,伴啓太,1,,19930604,2013,0,,,,41.0,0.0,0.0,35.0,2.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10568,1,20250903,和田翼,ワダ　ツバサ,和田翼,2,,19940530,2013,0,,,,,,,75.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10569,0,00000000,城戸義政,キド　ヨシマサ,城戸義,2,,19940129,2013,0,10455,,,70.0,0.0,0.0,68.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10570,0,00000000,石川裕紀人,イシカワ　ユキト,石川裕,1,,19950922,2014,0,10329,,,14.0,1.0,0.0,14.0,11.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10571,0,00000000,井上敏樹,イノウエ　トシキ,井上敏,2,,19941205,2014,0,,,,56.0,1.0,0.0,70.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10572,0,00000000,小崎綾也,コザキ　リョウヤ,小崎綾,2,,19950513,2014,0,,,,32.0,2.0,0.0,34.0,6.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10573,0,00000000,木幡初也,コワタ　ハツヤ,木幡初,1,,19950407,2014,0,10461,,,31.0,0.0,0.0,51.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10574,0,00000000,松若風馬,マツワカ　フウマ,松若風,2,,19950904,2014,0,,,,15.0,2.0,0.0,23.0,4.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10575,1,20191010,義英真,ヨシ　エイシン,義英真,2,,19951013,2014,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10576,1,20210520,三津谷隼人,ミツヤ　ハヤト,三津谷,2,,19961225,2015,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10577,0,00000000,野中悠太郎,ノナカ　ユウタロウ,野中悠,1,,19961229,2015,0,,,,44.0,0.0,0.0,42.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10578,0,00000000,鮫島克駿,サメシマ　カツマ,鮫島駿,2,,19961018,2015,0,,,,7.0,7.0,0.0,10.0,21.0,3.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10579,0,00000000,加藤祥太,カトウ　ショウタ,加藤祥,2,,19970308,2015,0,10397,,,62.0,0.0,0.0,63.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10580,0,00000000,荻野極,オギノ　キワム,荻野極,2,,19970923,2016,0,,,,9.0,2.0,0.0,12.0,20.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10581,0,00000000,菊沢一樹,キクザワ　カズキ,菊沢一,1,,19970827,2016,0,,,,11.0,2.0,0.0,13.0,11.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10582,0,00000000,木幡巧也,コワタ　タクヤ,木幡巧,1,,19960509,2016,0,10415,,,15.0,0.0,0.0,16.0,5.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10583,0,00000000,坂井瑠星,サカイ　リュウセイ,坂井瑠,2,,19970531,2016,0,10385,,,6.0,5.0,1.0,3.0,41.0,7.0,20260328,,,,,,,,,110.0,79.0,75.0,426.0,,,,,,,,,,,,
10584,1,20241011,藤田菜七子,フジタ　ナナコ,藤田菜,1,,19970809,2016,9,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10585,1,20250331,森裕太朗,モリ　ユウタロウ,森裕太,2,,19970302,2016,0,,,,,,,74.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10586,0,00000000,川又賢治,カワマタ　ケンジ,川又賢,2,,19971119,2017,0,10439,,,55.0,0.0,0.0,51.0,2.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10587,0,00000000,木幡育也,コワタ　イクヤ,木幡育,1,,19980921,2017,0,10403,木幡三兄弟三男,20170302,57.0,0.0,0.0,58.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10588,0,00000000,富田暁,トミタ　アカツキ,富田暁,2,,19961211,2017,0,,,,27.0,2.0,0.0,39.0,4.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10589,0,00000000,武藤雅,ムトウ　ミヤビ,武藤雅,1,,19980110,2017,0,10404,父は武藤善則師,20170302,34.0,1.0,1.0,26.0,6.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10590,0,00000000,横山武史,ヨコヤマ　タケシ,横山武,1,,19981222,2017,0,10332,父・兄は騎手,20170302,1.0,6.0,0.0,2.0,31.0,4.0,20260328,,,,,,,,,110.0,94.0,81.0,489.0,,,,,,,,,,,,
10591,0,00000000,西村淳也,ニシムラ　アツヤ,西村淳,2,,19990730,2018,0,,,,5.0,4.0,1.0,13.0,15.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10592,1,20240519,服部寿希,ハットリ　トシキ,服部寿,2,,19990309,2018,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10593,1,20231026,山田敬士,ヤマダ　ケイシ,山田敬,1,,19970918,2018,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10594,0,00000000,岩田望来,イワタ　ミライ,岩田望,2,,20000531,2019,0,,,,2.0,9.0,0.0,5.0,33.0,6.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10595,1,20250228,大塚海渡,オオツカ　カイト,大塚海,1,,20001025,2019,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10596,0,00000000,亀田温心,カメダ　ハート,亀田温,2,,20010204,2019,0,,,,53.0,0.0,0.0,32.0,7.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10597,0,00000000,小林凌大,コバヤシ　リョウタ,小林凌,1,,20010220,2019,0,10510,,,53.0,0.0,0.0,49.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10598,0,00000000,斎藤新,サイトウ　アラタ,斎藤新,2,,20010209,2019,0,,,,10.0,7.0,0.0,17.0,11.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10599,0,00000000,菅原明良,スガワラ　アキラ,菅原明,1,,20010312,2019,0,,,,9.0,1.0,0.0,6.0,17.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10600,0,00000000,団野大成,ダンノ　タイセイ,団野大,2,,20000622,2019,0,10460,,,19.0,2.0,0.0,9.0,23.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10601,0,00000000,秋山稔樹,アキヤマ　トシキ,秋山稔,2,,20010912,2020,0,,,,40.0,0.0,0.0,42.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10602,0,00000000,泉谷楓真,イズミヤ　フウマ,泉谷楓,2,,20011218,2020,0,10466,,,65.0,0.0,0.0,56.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10603,0,00000000,小林脩斗,コバヤシ　シュウト,小林脩,1,,20011108,2020,0,10384,,,55.0,0.0,0.0,43.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10604,0,00000000,原優介,ハラ　ユウスケ,原優介,1,,20000610,2020,0,10465,,,16.0,2.0,1.0,20.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10605,0,00000000,小沢大仁,オザワ　ダイト,小沢大,2,,20030104,2021,0,,,,30.0,0.0,0.0,21.0,9.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10606,0,00000000,角田大和,ツノダ　ヤマト,角田和,2,,20010903,2021,0,10430,,,28.0,0.0,0.0,31.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10607,0,00000000,永島まなみ,ナガシマ　マナミ,永島ま,2,,20021027,2021,9,10444,,,46.0,0.0,0.0,30.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10608,1,20241113,永野猛蔵,ナガノ　タケゾウ,永野猛,1,,20020908,2021,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10609,1,20221031,西谷凜,ニシタニ　リン,西谷凜,2,,20020708,2021,3,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10610,0,00000000,古川奈穂,フルカワ　ナホ,古川奈,2,,20000913,2021,9,10385,,,41.0,1.0,0.0,36.0,2.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10611,0,00000000,松本大輝,マツモト　ヒロキ,松本大,2,,20021011,2021,0,10298,,,49.0,0.0,0.0,24.0,9.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10612,0,00000000,横山琉人,ヨコヤマ　リュウト,横山琉,1,,20030108,2021,0,10329,,,8.0,3.0,0.0,15.0,3.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10613,0,00000000,今村聖奈,イマムラ　セイナ,今村聖,2,,20031128,2022,9,10467,,,31.0,0.0,0.0,27.0,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
10614,0,00000000,大久保友雅,オオクボ　ユウガ,大久保,2,,20030601,2022,3,,,,67.0,0.0,0.0,72.0,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
