race_id,umaban,year,is_top3,p_v19_w5
0525141205,5,2025,0,0.010187538724429995
0325160609,9,2025,0,0.03160506224656317
0425160807,7,2025,0,0.03079694517690006
0325230603,3,2025,1,0.019456743117221727
0125230809,9,2025,0,0.4435142328264483
0125251214,14,2025,0,0.14490068251713978
0325320310,10,2025,0,0.12597104592029906
0525550709,9,2025,1,0.05214016326242607
0825130905,5,2025,0,0.20112815143369356
0725211111,11,2025,0,0.037955184718822685
0525281206,6,2025,0,0.054665296834030014
0725340603,3,2025,0,0.006366832546237527
0925241105,5,2025,1,0.7850587055577144
0925341101,1,2025,1,0.5401568528485693
0525120810,10,2025,0,0.04831027273020221
0525271007,7,2025,0,0.03909035964583139
0325220907,7,2025,0,0.04151632550253942
0425311009,9,2025,0,0.01533030843269979
0625520811,11,2025,0,0.05049983974310699
1025110701,1,2025,0,0.22571722541104558
1025150911,11,2025,1,0.4450704587059441
0425171002,2,2025,1,0.390299195816311
0225131002,2,2025,0,0.567300475139601
0125140804,4,2025,0,0.43700132572338674
0125210612,12,2025,0,0.18761894277581945
0425410906,6,2025,0,0.047946724993814645
0625541210,10,2025,0,0.04053854801061766
0525260904,4,2025,0,0.025253516423425583
05252B1208,8,2025,0,0.04145139146323882
0925361203,3,2025,0,0.014323125854599762
0525431012,12,2025,0,0.011157712407918435
0525510909,9,2025,0,0.01875721665137913
0625340402,2,2025,0,0.034477680016861675
0425180411,11,2025,0,0.008507680110123733
0725121011,11,2025,0,0.020603902687981315
0425180414,14,2025,0,0.0914782187316993
1025210107,7,2025,0,0.1567165143748703
0725320112,12,2025,0,0.5183202177415899
0425280104,4,2025,0,0.6416523292663342
0625410110,10,2025,0,0.520016295374705
0625480108,8,2025,0,0.8014193469997453
0825360402,2,2025,0,0.23016270356867466
0625560408,8,2025,0,0.22031150679072983
1025111205,5,2025,1,0.3596881503575608
1025180609,9,2025,0,0.18354807682302138
0325140715,15,2025,0,0.2633951572210769
0225120902,2,2025,1,0.16235591585965622
0225150714,14,2025,0,0.3403474130915681
02251A0704,4,2025,0,0.20324265900023095
0125120807,7,2025,0,0.14681385299814498
0125210610,10,2025,1,0.33917984514999566
0125260709,9,2025,0,0.07006619031187877
0925490811,11,2025,0,0.11219442584052747
0625231202,2,2025,0,0.11545539163381136
0525230711,11,2025,0,0.036041883993041327
0525311211,11,2025,0,0.018494705624721552
02251A0709,9,2025,0,0.07398871198714302
02251B0913,13,2025,0,0.04327599686383133
0125250913,13,2025,0,0.055766964554540256
0325320907,7,2025,1,0.06003832063343424
0325361012,12,2025,0,0.027690802433212945
0525120201,1,2025,1,0.2623997910470319
0525150404,4,2025,1,0.7298639889265873
0525510912,12,2025,0,0.023818091735674604
0625241211,11,2025,0,0.04575002597484122
0925171201,1,2025,0,0.0008218795631274009
0725161101,1,2025,1,0.059373277851016266
0525151007,7,2025,0,0.11642401785650247
0525211014,14,2025,0,0.20010929151253865
05252C0913,13,2025,0,0.07707828172572159
0525441011,11,2025,0,0.11078179744717043
05254B1003,3,2025,0,0.14400539299789172
0525571013,13,2025,0,0.03367121495642753
0725541109,9,2025,0,0.09547217072713178
0825140903,3,2025,0,0.1860348776793941
0925151014,14,2025,0,0.14077041812205074
0825221005,5,2025,0,0.05331928281747629
0625110911,11,2025,0,0.011540891769799813
0625130610,10,2025,0,0.0009450524470576816
1025111105,5,2025,0,0.01125661796736265
0925251011,11,2025,0,0.07462433950383329
1025211115,15,2025,0,0.017132547550375084
0725411102,2,2025,0,0.08561430578712574
0825371008,8,2025,0,0.006927884395347156
0525141003,3,2025,0,0.18624045671760683
0725251111,11,2025,0,0.25217479721448827
0525361013,13,2025,1,0.17607241417829728
0525441106,6,2025,0,0.026616543699497033
0525571102,2,2025,0,0.13127050248608804
1025130916,16,2025,0,0.0005640094972997333
0325131112,12,2025,0,0.15008240968074749
0325210907,7,2025,0,0.0689904989777699
0425250605,5,2025,0,0.006569420723098847
0425431013,13,2025,0,0.02273907130826519
0725520906,6,2025,0,0.001833873730017705
0525120813,13,2025,1,0.7344469608677955
0525151015,15,2025,0,0.33961310008699375
0525211001,1,2025,1,0.1653895868637857
0525281208,8,2025,0,0.4373201556509009
0725340602,2,2025,1,0.31820092652628984
0525411111,11,2025,0,0.03633651840973021
0725561113,13,2025,1,0.07716241464202797
0325111113,13,2025,0,0.3588677415588852
0525221010,10,2025,0,0.25293856135019976
1025261101,1,2025,0,0.0015964307897049729
0725111109,9,2025,0,0.23080051345406105
0525231101,1,2025,0,0.2686972118278899
0525341110,10,2025,0,0.2362279374394984
0425321008,8,2025,1,0.47485139264077614
0925491103,3,2025,1,0.43524392510253673
0525571110,10,2025,0,0.14590555411349002
0925571105,5,2025,0,0.007891386978234487
0625180905,5,2025,0,0.15322373543005935
0625280911,11,2025,0,0.05228554036300901
0525280904,4,2025,0,0.13305342805737838
0525311014,14,2025,0,0.046415656226779185
0425311011,11,2025,1,0.12100422111841531
0525531011,11,2025,0,0.0202111129062926
1025110801,1,2025,1,0.574809094782841
1025161015,15,2025,1,0.5329573306138822
1025191101,1,2025,0,0.3775774191145064
0425111107,7,2025,0,0.1674081279950512
0325261011,11,2025,0,0.3119512535180567
0625471013,13,2025,0,0.03278299113670599
0325361101,1,2025,0,0.14639955566512225
1025110706,6,2025,0,0.1801403134132945
1025160803,3,2025,0,0.10024644065762989
0325120702,2,2025,1,0.2081708095545976
0325151005,5,2025,0,0.3076799508357667
0225110904,4,2025,0,0.11644183251998513
0225160905,5,2025,0,0.17083317905203574
0125220909,9,2025,0,0.03042579821717898
0425420908,8,2025,0,0.12700568736999754
0325310603,3,2025,0,0.04437309269661036
0725191005,5,2025,1,0.42366889895050935
0825171103,3,2025,0,0.11347582988653715
0925221101,1,2025,0,0.07505447857986602
0425141101,1,2025,1,0.20733924439147586
0525341109,9,2025,0,0.06168257448787961
1025171012,12,2025,0,0.31324787596655884
0725211008,8,2025,0,0.09431425441825003
0425161006,6,2025,0,0.1210677859307667
0325231004,4,2025,1,0.34370432778772025
0425230804,4,2025,1,0.498856501000899
0825361114,14,2025,0,0.3820769016673878
0725551110,10,2025,1,0.13803654548933786
0825161112,12,2025,0,0.04140438270885427
0625311110,10,2025,0,0.024814457918558495
0925261004,4,2025,1,0.10749648007882373
0525261010,10,2025,1,0.3142439400991384
0825321110,10,2025,0,0.03309433215717482
0825431003,3,2025,0,0.15317760831632182
0625511108,8,2025,0,0.12149083288900403
1025111106,6,2025,0,0.18126446866306659
0625231113,13,2025,0,0.02916458400464394
0925251108,8,2025,0,0.02480977317074001
0225161104,4,2025,0,0.06840988561343447
0125261105,5,2025,0,0.13194530459710824
0425421111,11,2025,0,0.21268613362019845
0725130415,15,2025,0,0.019320639388247473
1025160704,4,2025,0,0.014322761637962431
0725240609,9,2025,0,0.012993602081105692
0925230711,11,2025,0,0.012593835181056782
0525210711,11,2025,0,0.03962094872040045
0525360715,15,2025,0,0.0018029719558643464
0725141202,2,2025,0,0.03434540703959381
0725171201,1,2025,0,0.06582571462428086
0925110712,12,2025,0,0.06467644015789174
0725221204,4,2025,0,0.23594425108466702
0825230809,9,2025,1,0.3155542080713218
0825281205,5,2025,0,0.09579799377407047
0925340906,6,2025,0,0.017683638747264863
0825450811,11,2025,0,0.03499900457480498
0925220902,2,2025,0,0.1461671270960449
0925250908,8,2025,0,0.27449639338487997
0825220903,3,2025,0,0.4636629856201169
10251C1101,1,2025,0,0.19075551245572314
0925161005,5,2025,0,0.11899531172220333
0925251014,14,2025,0,0.03908934626712053
1025231111,11,2025,0,0.13261973021952275
0725370708,8,2025,1,0.09426969231544566
0925170915,15,2025,0,0.024140851980786485
0525161015,15,2025,0,0.21273532818936236
0525221003,3,2025,0,0.19634244198696188
05252B1104,4,2025,0,0.11113277124716389
0525341104,4,2025,0,0.022904842158569663
0525411112,12,2025,1,0.28527383764615805
05254A1112,12,2025,0,0.006216761830570191
0525281008,8,2025,0,0.10129495127562466
0525321206,6,2025,0,0.05053630045062304
0525421203,3,2025,0,0.025934841090371086
0625551202,2,2025,0,0.07402693723808756
0825161104,4,2025,0,0.810331545985289
0925241104,4,2025,0,0.30735911674123517
0925341111,11,2025,0,0.2857881330208817
05254B1104,4,2025,0,0.043838607568056215
1025190511,11,2025,1,0.08022831102355273
0925210806,6,2025,0,0.09999627306085512
0425130403,3,2025,0,0.34594456528041706
0325270108,8,2025,0,0.23476115223018582
0425270913,13,2025,0,0.0193435029701676
0625430401,1,2025,0,0.005162617478044829
0725191110,10,2025,0,0.6757292995497324
0925271104,4,2025,0,0.522346985005776
0725320703,3,2025,0,0.6909180312507097
0525411107,7,2025,1,0.5943739240193253
0525531111,11,2025,0,0.6663427068153891
0625180902,2,2025,0,0.045984535766942676
0625260907,7,2025,0,0.033638150911254654
0625330801,1,2025,0,0.16091693108988459
05252B1012,12,2025,0,0.03742334203673446
0125121201,1,2025,0,0.5631161405703117
0125161005,5,2025,1,0.1897060015679537
0525440911,11,2025,0,0.033465105573171054
0725521004,4,2025,0,0.04213044425985109
0725130416,16,2025,0,0.28053903914614253
0825110806,6,2025,0,0.2845594816467881
0825270605,5,2025,0,0.24186001432525428
08252B0608,8,2025,0,0.09280505376494803
0725530814,14,2025,0,0.07279447920806083
0925580713,13,2025,0,0.0838006618689461
0625210408,8,2025,0,0.04611589635679349
05252C0613,13,2025,0,0.020942187796316434
0525340703,3,2025,0,0.011386343246668427
0325240813,13,2025,0,0.026716052956198475
0525430708,8,2025,0,0.008532535488086978
0725110607,7,2025,0,0.4715567562155837
0825170602,2,2025,0,0.4841931676939514
0725220606,6,2025,0,0.7987574838927743
0425150704,4,2025,0,0.5829008918670023
0825290812,12,2025,0,0.034437141269757846
0725121107,7,2025,0,0.021177488557460725
0625240906,6,2025,0,0.04133857495543807
0925221005,5,2025,0,0.03107537949393408
0525230905,5,2025,0,0.04859851628989695
0525341012,12,2025,0,0.0335652026745867
0525461002,2,2025,0,0.03611679049470902
0625521007,7,2025,0,0.025030390116914894
0625571208,8,2025,0,0.0021775969199477976
0325110907,7,2025,1,0.11531958415100269
0425110805,5,2025,1,0.4816139674602007
0325260911,11,2025,1,0.21051157346751376
0425270604,4,2025,1,0.2617472954013627
0725541201,1,2025,0,0.6278281905414754
0825171113,13,2025,1,0.3263254349382531
0925251104,4,2025,0,0.35451367273092815
0525281115,15,2025,0,0.08339616192453406
0825351106,6,2025,0,0.08868088496341658
0625551113,13,2025,0,0.02475812826456782
0625250912,12,2025,0,0.01597448342376866
0525260915,15,2025,0,0.023449689290615812
1025190504,4,2025,1,0.520469910331044
0525171208,8,2025,0,0.004988399177874281
0925111003,3,2025,0,0.04073620342450965
0525341014,14,2025,0,0.004529865721231911
0825131107,7,2025,0,0.09282948703198772
0625231109,9,2025,0,0.01737445338614274
0525110701,1,2025,0,0.04331745448667926
0725221213,13,2025,0,0.0790612465168229
0525260808,8,2025,0,0.06073810452561415
05252B0812,12,2025,0,0.028069517401855665
0425220910,10,2025,0,0.009361851707236479
1025130909,9,2025,0,0.012500925161398477
0325131106,6,2025,0,0.02091869923683816
0325231011,11,2025,0,0.02010533952809948
0125221008,8,2025,0,0.006986713434803187
10251B1209,9,2025,0,0.10546015143962646
0425121207,7,2025,1,0.2040753053528066
08252A0914,14,2025,1,0.11644315504141088
0925330906,6,2025,0,0.11809138354758603
0725420907,7,2025,0,0.053681290606662914
0825341210,10,2025,0,0.032222073500345234
0725560601,1,2025,0,0.028596201831028633
0725240807,7,2025,0,0.17176289011019405
0525250715,15,2025,0,0.3517996927451506
0325260814,14,2025,0,0.26248670210588443
0625411202,2,2025,0,0.11672539188213465
0525451203,3,2025,0,0.13364032947418522
0525580705,5,2025,0,0.15295934888078414
1025111002,2,2025,1,0.13328100225698203
1025151109,9,2025,0,0.1170357112392108
0525261207,7,2025,0,0.02562497833255339
1025211101,1,2025,0,0.04131418736370289
1025281007,7,2025,0,0.04203294388157651
0925491014,14,2025,0,0.03333935130500619
0325361112,12,2025,0,0.02733935393238859
0625140809,9,2025,0,0.03456008909466854
0725221214,14,2025,0,0.07610872306096951
0725240714,14,2025,0,0.0868119710998686
0525220708,8,2025,0,0.0756876743171794
0425230101,1,2025,0,0.033366950882762404
0525420407,7,2025,0,0.09976481847360814
0525490407,7,2025,0,0.3322515296312283
0725150804,4,2025,0,0.018105572439463095
0725250713,13,2025,0,0.010459855324806205
0925260606,6,2025,0,0.032709356510712204
1025221211,11,2025,0,0.0060154543014624955
0925480606,6,2025,0,0.033050850778915494
0825350813,13,2025,0,0.044868452236290816
1025121210,10,2025,0,0.01431844888527305
0525130401,1,2025,0,0.03674047453620241
0525210809,9,2025,0,0.04576458269075069
0525271208,8,2025,1,0.10239699556833078
0525341211,11,2025,0,0.03936245449438441
0525530905,5,2025,0,0.014951691149784641
0725520904,4,2025,0,0.0029898516280560936
1025141105,5,2025,1,0.2813577596665041
1025190905,5,2025,0,0.07440785438300829
0425150814,14,2025,0,0.05098703002702203
0925321213,13,2025,0,0.04833908533793639
0125180712,12,2025,0,0.05192191274024527
0125260712,12,2025,1,0.06191850554534178
1025131107,7,2025,0,0.009286765453110225
10251B0407,7,2025,0,0.05685950510541097
0425170404,4,2025,0,0.08925906694350266
0525360112,12,2025,0,0.15616418990101355
0825311006,6,2025,0,0.02541468509756698
0825360410,10,2025,0,0.07970622487716672
0525531015,15,2025,0,0.0010944828907017716
0525150903,3,2025,0,0.05041250794547565
0625230905,5,2025,0,0.2065807648655723
0525230803,3,2025,0,0.2890475884535081
05252C0813,13,2025,0,0.012698493875381555
0525151203,3,2025,0,0.15788827093889718
0325160815,15,2025,1,0.5910596007841724
0225140705,5,2025,0,0.16975714396055788
02251A0703,3,2025,0,0.4335535693077217
0125140802,2,2025,0,0.37273860255745694
0325320906,6,2025,0,0.08028398955622189
0725560804,4,2025,0,0.018469571170782934
0825161007,7,2025,0,0.24801839242624968
0925121005,5,2025,0,0.21996966686573585
0525230914,14,2025,1,0.17112645901335452
05252A1203,3,2025,0,0.20262555044980865
0725350715,15,2025,0,0.08274086391079795
0825331115,15,2025,0,0.09277148566871057
0525561006,6,2025,1,0.1650311425413244
0725161201,1,2025,0,0.10997888021665582
0825320806,6,2025,0,0.06739252686603613
0825391205,5,2025,0,0.05329187213680589
0825440713,13,2025,0,0.010110768121917068
0525160703,3,2025,0,0.006968568631282182
0925350803,3,2025,0,0.0431744512771027
0325281204,4,2025,0,0.01399286362027075
1025190411,11,2025,0,0.052391662064154174
0625350412,12,2025,0,0.10733251666623086
0525410408,8,2025,0,0.013261560528083374
0525110916,16,2025,1,0.30971289130237195
0725211105,5,2025,1,0.27888220251517315
0525261209,9,2025,1,0.3234311153822155
0525331006,6,2025,0,0.6795407545755137
0725411109,9,2025,0,0.4216498801152081
0525511002,2,2025,1,0.2539036289300766
0725561101,1,2025,0,0.15748873850281883
0625280904,4,2025,0,0.027320769522107338
0425270801,1,2025,0,0.19384495715348557
0425431004,4,2025,0,0.005960854611472395
0525550803,3,2025,0,0.03970444413994608
0125131114,14,2025,0,0.03339412886392167
0525120701,1,2025,0,0.0005688067108802928
0925431108,8,2025,0,0.06235435793364717
0825381104,4,2025,0,0.19475989076870243
0825431001,1,2025,0,0.30198275378152223
0625561115,15,2025,0,0.12702692374173105
0725130907,7,2025,1,0.5023621954520993
0825160903,3,2025,1,0.590786476899226
0925130904,4,2025,1,0.7489896822282393
0625160711,11,2025,1,0.31062040386769324
0625281207,7,2025,1,0.3029419869047888
0625341004,4,2025,0,0.06186820909548273
0325221012,12,2025,0,0.1032440625141542
0725411105,5,2025,0,0.07340031085822915
0525540912,12,2025,1,0.0853755663676214
0525150806,6,2025,0,0.04522439822193963
0625280412,12,2025,0,0.0765537487640839
0525161011,11,2025,0,0.12903052725796577
0325111101,1,2025,0,0.0036647393263519647
0525221012,12,2025,0,0.06676980927515802
0425160506,6,2025,0,0.2523153955307652
0725310109,9,2025,0,0.06151784405292164
0725111111,11,2025,0,0.03846494030934406
0325121107,7,2025,0,0.07380723531220898
0525251105,5,2025,0,0.018080659532011368
0925361112,12,2025,1,0.03374339977409005
0725380710,10,2025,0,0.09150669242677845
0925491110,10,2025,0,0.12371223152673047
0825360401,1,2025,0,0.57607743906565
0525110806,6,2025,0,0.05381637653242982
0825151208,8,2025,0,0.036203938569909555
0725241010,10,2025,0,0.0489351351518301
0825221204,4,2025,0,0.04276020556559694
1025221007,7,2025,0,0.05456882380432349
1025271004,4,2025,0,0.05029279391591623
0925491207,7,2025,0,0.023408633264686913
0525310809,9,2025,0,0.07388858693023527
0525360711,11,2025,0,0.03652072215092033
0425250910,10,2025,0,0.006893641092818489
0725150715,15,2025,1,0.4893790076428542
0525160616,16,2025,0,0.6852108492240006
0925240611,11,2025,1,0.6194652362658285
0925270701,1,2025,1,0.7533973913073112
05252A0702,2,2025,0,0.8131151459604627
0525440808,8,2025,1,0.40538300500629715
0525570707,7,2025,1,0.4828918694712938
0925560706,6,2025,0,0.09364602212178659
0525141016,16,2025,0,0.08415914953217465
0625441002,2,2025,1,0.11242982151023258
0425431118,18,2025,0,0.06552260680327028
0525541007,7,2025,0,0.08764743651187779
0625120805,5,2025,0,0.07082697846838346
10251B0512,12,2025,0,0.3997831538357924
0625350409,9,2025,0,0.4871340677280668
0425170109,9,2025,0,0.4692530483494854
0325230109,9,2025,0,0.280365892045206
0425330106,6,2025,0,0.23405320991777304
0925550407,7,2025,0,0.11898001674433718
0725240801,1,2025,0,0.0026018561824029517
1025140903,3,2025,0,0.5084527635584912
10251A0906,6,2025,1,0.4600271333071517
0925280905,5,2025,1,0.6848236614069008
0925311107,7,2025,0,0.18596558994804654
0925351012,12,2025,1,0.16314106470767348
0925431105,5,2025,0,0.07771931722149622
0825321111,11,2025,0,0.039418626005137354
0625511101,1,2025,0,0.17440528639463118
0725121003,3,2025,0,0.0533521560141971
0625341115,15,2025,0,0.0447823849394723
0825221010,10,2025,0,0.22341709288232778
0825281010,10,2025,0,0.26907763138452984
0925311108,8,2025,0,0.17431138744591543
1025271117,17,2025,0,0.3343967979907834
0725330706,6,2025,1,0.35372751218850934
0925481011,11,2025,1,0.30531768611512133
0825351109,9,2025,0,0.0578639325044606
0525541107,7,2025,0,0.24828820357208548
0525571117,17,2025,0,0.20544790679376143
0925571106,6,2025,0,0.12022465048159006
0625151105,5,2025,0,0.1590501233885698
0625261004,4,2025,0,0.03518453948025787
0425141114,14,2025,0,0.24249277634439684
0425321002,2,2025,0,0.1420720051430344
0325321108,8,2025,0,0.02114521997180754
0525160904,4,2025,0,0.045694760093043095
0625251003,3,2025,0,0.09192212892129036
0425161107,7,2025,1,0.1286623068025376
05252C1017,17,2025,0,0.06628647578763944
0425260614,14,2025,0,0.18030061437694195
0525471213,13,2025,0,0.0763407787499477
0625581215,15,2025,0,0.016578005344579025
0725211210,10,2025,0,0.036012254401986105
0325131216,16,2025,0,0.5628186397894648
1025211205,5,2025,0,0.13658030976577334
1025251204,4,2025,0,0.07880046147107063
0325331211,11,2025,1,0.15853835499577704
0725531214,14,2025,1,0.1507456092163992
1025161005,5,2025,0,0.0012512324882262098
0925180902,2,2025,0,0.04237678636185557
0925331013,13,2025,0,0.3593533462792687
0125140907,7,2025,0,0.06162628312068864
0525141103,3,2025,0,0.08927846074752374
0625331112,12,2025,0,0.19911458788643197
0525321109,9,2025,0,0.06094762936359893
0525461112,12,2025,0,0.19679053509421202
0825461102,2,2025,0,0.03806025171537682
0525120812,12,2025,0,0.018042845280110974
0725121006,6,2025,0,0.05108432587811244
0925251006,6,2025,1,0.12053105636647811
0425151101,1,2025,0,0.047836252633123647
1025281103,3,2025,0,0.07139397204536542
0925431110,10,2025,0,0.033490508081365805
0825321102,2,2025,0,0.01787911891079356
0725531118,18,2025,0,0.019884787914250187
0625120905,5,2025,0,0.03676550281421106
0525181212,12,2025,1,0.21605723155538042
0525241214,14,2025,1,0.32177295974434367
0325240908,8,2025,0,0.3800680433139806
0925421208,8,2025,1,0.20450021649870334
0525411202,2,2025,1,0.22280342207794687
0925560916,16,2025,0,0.04020054620734873
0625240804,4,2025,0,0.003235988095778304
0625161206,6,2025,0,0.07277159108603175
1025181203,3,2025,0,0.09086425546221671
10251A0709,9,2025,0,0.006673708443413463
0625231102,2,2025,0,0.294612431313484
0925251102,2,2025,0,0.33966435044730015
0525281113,13,2025,0,0.12161157933062033
0125141109,9,2025,0,0.18648359114235585
0525111212,12,2025,0,0.22241305304280307
0725230912,12,2025,1,0.07235557898867263
0625370706,6,2025,0,0.2253218781787339
0425150907,7,2025,0,0.6655090136704402
0425261111,11,2025,0,0.14073550523424416
0525450712,12,2025,0,0.09381855035779599
0325341209,9,2025,1,0.09247368309362136
0725121004,4,2025,1,0.6402116223844228
0825151003,3,2025,1,0.8352665763204106
0925221004,4,2025,0,0.6040090611098471
0825260907,7,2025,1,0.6526609581771111
0925311112,12,2025,1,0.36033084162116774
1025281106,6,2025,1,0.38359045583520557
0425341102,2,2025,0,0.07945095472650336
0825431009,9,2025,1,0.535232279371384
0725531108,8,2025,1,0.4642156864887414
0725111102,2,2025,0,0.13448763116450901
0525141116,16,2025,0,0.1520481727025318
0925221106,6,2025,0,0.5643204115656132
0825221108,8,2025,1,0.4041282084312797
08252A1107,7,2025,0,0.04286066766972354
08253B1115,15,2025,0,0.44549050946883306
0525571116,16,2025,0,0.03600526096546345
1025130802,2,2025,0,0.027970375092215435
0925120812,12,2025,0,0.022006981781848747
0925180707,7,2025,0,0.030344184293992067
0925280810,10,2025,0,0.0004493106460730522
0725121114,14,2025,0,0.029055616138153786
0825260912,12,2025,0,0.2447441323142908
05252C1205,5,2025,0,0.036871134761843775
0925351007,7,2025,0,0.09544432768486881
0125261101,1,2025,0,0.15200462832904105
08253B1005,5,2025,0,0.16139135261971221
0825451006,6,2025,0,0.05484111865019766
0625571207,7,2025,0,0.15991760017538845
1025161201,1,2025,0,0.05067894156447923
0325160712,12,2025,0,0.16529610579808174
0125231201,1,2025,0,0.006536327054449878
0625110402,2,2025,0,0.04419603652397585
0525150409,9,2025,0,0.06714281980737186
0625260810,10,2025,0,0.018266009973556516
0525240708,8,2025,1,0.24176689330457554
0625121211,11,2025,0,0.13612248734821314
0625190604,4,2025,0,0.005395788037402156
0725230814,14,2025,0,0.4800816242577862
0425160813,13,2025,0,0.05963495081035163
0325251202,2,2025,0,0.16440113006417692
0725330909,9,2025,0,0.02388041885750015
0525450713,13,2025,0,0.18683393271777626
0525550705,5,2025,0,0.3508208969792384
0525170802,2,2025,0,0.31423644694462877
0625380906,6,2025,0,0.028916942274180894
0425261210,10,2025,0,0.0665084738910066
0625470802,2,2025,0,0.11047200024350463
0325360814,14,2025,0,0.08340148217126568
0725110904,4,2025,0,0.06598196957511057
0825280901,1,2025,0,0.3444771982391819
0325250903,3,2025,0,0.40514409130275597
0425270813,13,2025,1,0.3823103990465596
0925410907,7,2025,0,0.3744367997500171
0825440715,15,2025,0,0.05765947563160948
0825111104,4,2025,0,0.12467353448545525
0625341009,9,2025,0,0.007602146278722221
0525261204,4,2025,0,0.1487246755443385
0325261002,2,2025,0,0.40319114213222923
0925491010,10,2025,0,0.21458938917008466
0525561014,14,2025,0,0.05028614123921703
0625170906,6,2025,0,0.35531790275524117
0525160909,9,2025,0,0.2780401401800773
0625251010,10,2025,0,0.14013769991670125
0925241005,5,2025,0,0.270782119460913
0925341004,4,2025,0,0.10413811278276223
1025231108,8,2025,1,0.24443626798751428
0625481102,2,2025,1,0.13732970348226423
0525471208,8,2025,0,0.06394617592057626
0425260602,2,2025,1,0.5561100990664263
0525451102,2,2025,0,0.14815335836321106
0725131114,14,2025,0,0.15191308925512428
0525121115,15,2025,0,0.07095796794537049
0325111112,12,2025,0,0.3536173165704631
0225181107,7,2025,0,0.1624669948043903
02251B1105,5,2025,0,0.18398575824651384
0125151112,12,2025,0,0.045596394332477454
05254A1109,9,2025,0,0.3432675463785739
0325341101,1,2025,0,0.1697231876282067
0625541002,2,2025,0,0.1546434955928569
0625150904,4,2025,0,0.004887637445424539
1025161016,16,2025,0,0.030021555629087836
0625211214,14,2025,0,0.027314801458368166
0625230906,6,2025,0,0.04710656583288539
0325141002,2,2025,0,0.022819562654081315
0525350902,2,2025,0,0.02530249739893217
0225181005,5,2025,0,0.11443563866934658
0125111010,10,2025,0,0.007131160076267607
0325341002,2,2025,0,0.04101005162919067
10251C0616,16,2025,0,0.15692594791142353
0725230913,13,2025,0,0.07676100839154669
0325140701,1,2025,0,0.2763724761543149
0425140812,12,2025,1,0.3712937116229203
0425180910,10,2025,0,0.29207421206137774
0525420814,14,2025,0,0.11390754645174818
05254A1211,11,2025,0,0.07644478658933164
0325330905,5,2025,0,0.13903726194753135
0625541215,15,2025,0,0.020846992694258742
1025151001,1,2025,0,0.062031200903393716
10251C1012,12,2025,1,0.573283546970025
0625361005,5,2025,1,0.6313734398344188
0225111008,8,2025,0,0.545981060804656
0225151014,14,2025,0,0.13273085587824707
0125221211,11,2025,0,0.26840640181881636
0925451002,2,2025,0,0.39979127535350817
0825460901,1,2025,0,0.2339600164102456
0625120810,10,2025,0,0.060725314488158905
1025130511,11,2025,1,0.15950721532890214
0925210807,7,2025,0,0.33485820835817026
0825270802,2,2025,0,0.2510612532204905
0725310904,4,2025,0,0.5763775596737342
0825410808,8,2025,0,0.08420371601008474
0925121001,1,2025,0,0.06855200547828727
0725230909,9,2025,0,0.06303240149652006
0325151205,5,2025,0,0.05845728575512486
0825120806,6,2025,1,0.5665510745379101
0525181213,13,2025,0,0.19605729727336696
0925231214,14,2025,0,0.41407879161727146
0525231205,5,2025,1,0.7033688512813232
0525321205,5,2025,0,0.39464872520004357
1025271011,11,2025,0,0.5581555345383239
0925471211,11,2025,1,0.14698251532963605
0525471004,4,2025,0,0.313419090603139
0925580813,13,2025,0,0.3396442410931123
0825171204,4,2025,1,0.6269104070528251
0925151204,4,2025,1,0.7932099364644454
0925261212,12,2025,0,0.149318656330869
0525331012,12,2025,0,0.082083364278197
0725350705,5,2025,0,0.00653890522122087
0925471004,4,2025,0,0.13439944789634398
0425431111,11,2025,0,0.02914531491700014
0625560404,4,2025,1,0.04758986359630437
1025111110,10,2025,0,0.0679550410410507
0325141115,15,2025,0,0.057881613395462404
0525361105,5,2025,0,0.08638598476706841
0625411102,2,2025,0,0.0979546991302645
0925551111,11,2025,0,0.08255547085756898
0625221214,14,2025,0,0.12230704519798591
0625351205,5,2025,0,0.35465486908258204
08252C0814,14,2025,0,0.22273677235914965
0625461205,5,2025,0,0.3224159732623052
0525560814,14,2025,0,0.007525155821622196
0625161002,2,2025,0,0.23029996175427608
0525171010,10,2025,0,0.42368544154706766
0925161012,12,2025,1,0.4075614374587494
0525230913,13,2025,0,0.37348470331721684
05252A1201,1,2025,0,0.20969028643117082
0725441001,1,2025,0,0.20497731284391618
0525461004,4,2025,0,0.13016245702303134
0625521015,15,2025,0,0.22352860158371765
0725551105,5,2025,0,0.10608151348824488
0625140902,2,2025,0,0.02172352718320723
1025151013,13,2025,0,0.024827904258135726
0325281005,5,2025,0,0.13246867401307832
0725130908,8,2025,0,0.29859725517289926
0525230806,6,2025,1,0.9042226549055837
05252C0814,14,2025,0,0.2894004001875261
0725320605,5,2025,0,0.4482993623330179
0725440905,5,2025,1,0.8057677441068928
05254A0904,4,2025,1,0.5987606764144137
0525560904,4,2025,1,0.560794696389179
1025160713,13,2025,0,0.10771263287776615
1025170709,9,2025,0,0.009526553238625397
0725160703,3,2025,0,0.4608915068603816
0425150906,6,2025,0,0.5051153706819446
0925310910,10,2025,1,0.23222246099287785
0525180807,7,2025,0,0.21450765280932427
0625251215,15,2025,0,0.23604287018485592
0725261203,3,2025,0,0.1150110379994959
0525211206,6,2025,0,0.10962298882301315
0525291203,3,2025,0,0.09172843123198215
